BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4983,85.87,820,14.13,5803,579,329,9.98,56.82,10%,323,Nordrhein-Westfalen
1691,85.92,277,14.08,1968,255,138,12.96,54.12,13%,102,Hessen
1117,74.47,383,25.53,1500,190,105,12.67,55.26,"12,7%",79,Sachsen
2954,87.14,436,12.86,3390,437,245,12.89,56.06,"12,9%",209,Bayern
591,77.76,169,22.24,760,62,44,8.16,70.97,"8,2%",33,Schleswig-Holstein
1704,85.59,287,14.41,1991,210,114,10.55,54.29,"10,6%",125,Niedersachsen
704,85.64,118,14.36,822,88,50,10.71,56.82,"10,7%",43,Sachsen-Anhalt
516,80.63,124,19.38,640,45,28,7.03,62.22,7%,34,Mecklenburg-Vorpommern
175,90.67,18,9.33,193,34,26,17.62,76.47,"17,6%",12,Bremen
2070,84.98,366,15.02,2436,240,130,9.85,54.17,"9,9%",130,Baden-Württemberg
603,81.6,136,18.4,739,71,48,9.61,67.61,"9,6%",51,Brandenburg
628,87.83,87,12.17,715,134,78,18.74,58.21,"18,7%",36,Thüringen
501,87.89,69,12.11,570,91,48,15.96,52.75,16%,24,Hamburg
831,76.24,259,23.76,1090,77,41,7.06,53.25,"7,1%",78,Rheinland-Pfalz
1020,89.55,119,10.45,1139,204,140,17.91,68.63,"17,9%",54,Berlin
375,83.15,76,16.85,451,41,22,9.09,53.66,"9,1%",17,Saarland

