BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
508,89.12,62,10.88,570,106,63,18.6,59.43,"18,6%",24,Hamburg
613,88.84,77,11.16,690,223,128,32.32,57.4,"32,3%",36,Thüringen
587,78.9,157,21.1,744,51,31,6.85,60.78,"6,9%",33,Schleswig-Holstein
1286,87.84,178,12.16,1464,354,202,24.18,57.06,"24,2%",78,Sachsen
2173,89.61,252,10.39,2425,474,271,19.55,57.17,"19,6%",129,Baden-Württemberg
1036,91.76,93,8.24,1129,288,198,25.51,68.75,"25,5%",53,Berlin
721,89.23,87,10.77,808,129,64,15.97,49.61,16%,42,Sachsen-Anhalt
2972,88.64,381,11.36,3353,761,431,22.7,56.64,"22,7%",208,Bayern
522,83.79,101,16.21,623,75,48,12.04,64.0,12%,34,Mecklenburg-Vorpommern
175,92.59,14,7.41,189,49,29,25.93,59.18,"25,9%",12,Bremen
845,78.68,229,21.32,1074,160,75,14.9,46.88,"14,9%",77,Rheinland-Pfalz
1675,87.56,238,12.44,1913,288,167,15.05,57.99,"15,1%",121,Niedersachsen
381,86.0,62,14.0,443,62,31,14.0,50.0,14%,17,Saarland
5077,88.9,634,11.1,5711,941,549,16.48,58.34,"16,5%",320,Nordrhein-Westfalen
1708,88.22,228,11.78,1936,409,193,21.13,47.19,"21,1%",99,Hessen
592,84.21,111,15.79,703,142,68,20.2,47.89,"20,2%",50,Brandenburg

