BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
501,86.38,79,13.62,580,94,56,16.21,59.57,"16,2%",24,Hamburg
624,88.01,85,11.99,709,166,99,23.41,59.64,"23,4%",36,Thüringen
599,79.55,154,20.45,753,56,30,7.44,53.57,"7,4%",33,Schleswig-Holstein
1156,77.74,331,22.26,1487,277,166,18.63,59.93,"18,6%",78,Sachsen
2118,87.05,315,12.95,2433,368,196,15.13,53.26,"15,1%",129,Baden-Württemberg
996,88.77,126,11.23,1122,234,162,20.86,69.23,"20,9%",53,Berlin
724,87.76,101,12.24,825,95,47,11.52,49.47,"11,5%",42,Sachsen-Anhalt
2930,86.76,447,13.24,3377,598,338,17.71,56.52,"17,7%",208,Bayern
511,82.02,112,17.98,623,74,41,11.88,55.41,"11,9%",34,Mecklenburg-Vorpommern
176,91.67,16,8.33,192,40,29,20.83,72.5,"20,8%",12,Bremen
844,77.36,247,22.64,1091,124,55,11.37,44.35,"11,4%",77,Rheinland-Pfalz
1646,83.85,317,16.15,1963,241,129,12.28,53.53,"12,3%",121,Niedersachsen
392,87.11,58,12.89,450,53,22,11.78,41.51,"11,8%",17,Saarland
5043,87.25,737,12.75,5780,709,380,12.27,53.6,"12,3%",320,Nordrhein-Westfalen
1690,86.67,260,13.33,1950,338,167,17.33,49.41,"17,3%",98,Hessen
573,82.09,125,17.91,698,129,72,18.48,55.81,"18,5%",50,Brandenburg

