BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
350,78.13,98,21.88,448,40,18,8.93,45.0,"8,9%",17,Saarland
1064,71.6,422,28.4,1486,177,94,11.91,53.11,"11,9%",79,Sachsen
2883,85.5,489,14.5,3372,461,259,13.67,56.18,"13,7%",209,Bayern
479,76.15,150,23.85,629,49,24,7.79,48.98,"7,8%",34,Mecklenburg-Vorpommern
2035,83.71,396,16.29,2431,249,131,10.24,52.61,"10,2%",130,Baden-Württemberg
614,86.85,93,13.15,707,126,68,17.82,53.97,"17,8%",36,Thüringen
492,87.54,70,12.46,562,102,61,18.15,59.8,"18,2%",24,Hamburg
687,83.07,140,16.93,827,67,39,8.1,58.21,"8,1%",43,Sachsen-Anhalt
563,77.76,161,22.24,724,90,42,12.43,46.67,"12,4%",51,Brandenburg
1663,85.19,289,14.81,1952,269,143,13.78,53.16,"13,8%",102,Hessen
156,87.64,22,12.36,178,36,16,20.22,44.44,"20,2%",12,Bremen
813,75.63,262,24.37,1075,70,31,6.51,44.29,"6,5%",78,Rheinland-Pfalz
4874,84.33,906,15.67,5780,562,328,9.72,58.36,"9,7%",323,Nordrhein-Westfalen
993,88.27,132,11.73,1125,201,147,17.87,73.13,"17,9%",54,Berlin
566,76.18,177,23.82,743,51,27,6.86,52.94,"6,9%",33,Schleswig-Holstein
1565,80.17,387,19.83,1952,223,129,11.42,57.85,"11,4%",125,Niedersachsen

