BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
571,77.79,163,22.21,734,14,12,1.91,85.71,"1,9%",32,Schleswig-Holstein
1586,83.61,311,16.39,1897,31,20,1.63,64.52,"1,6%",120,Niedersachsen
2760,84.69,499,15.31,3259,115,75,3.53,65.22,"3,5%",208,Bayern
179,92.27,15,7.73,194,2,1,1.03,50.0,1%,12,Bremen
507,84.08,96,15.92,603,6,5,1.0,83.33,1%,33,Mecklenburg-Vorpommern
448,82.81,93,17.19,541,22,16,4.07,72.73,"4,1%",23,Hamburg
678,84.86,121,15.14,799,9,8,1.13,88.89,"1,1%",42,Sachsen-Anhalt
1213,82.29,261,17.71,1474,47,34,3.19,72.34,"3,2%",79,Sachsen
391,88.06,53,11.94,444,11,8,2.48,72.73,"2,5%",17,Saarland
786,73.32,286,26.68,1072,15,10,1.4,66.67,"1,4%",77,Rheinland-Pfalz
2031,85.84,335,14.16,2366,79,53,3.34,67.09,"3,3%",128,Baden-Württemberg
4794,86.21,767,13.79,5561,144,109,2.59,75.69,"2,6%",319,Nordrhein-Westfalen
531,86.76,81,13.24,612,6,5,0.98,83.33,1%,48,Brandenburg
546,82.6,115,17.4,661,17,10,2.57,58.82,"2,6%",36,Thüringen
1577,83.93,302,16.07,1879,87,51,4.63,58.62,"4,6%",97,Hessen
941,86.81,143,13.19,1084,53,34,4.89,64.15,"4,9%",53,Berlin

