BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2735,83.77,530,16.23,3265,318,192,9.74,60.38,"9,7%",208,Bayern
588,79.03,156,20.97,744,20,18,2.69,90.0,"2,7%",33,Schleswig-Holstein
507,84.08,96,15.92,603,26,17,4.31,65.38,"4,3%",33,Mecklenburg-Vorpommern
171,89.06,21,10.94,192,23,18,11.98,78.26,12%,12,Bremen
687,85.13,120,14.87,807,35,22,4.34,62.86,"4,3%",42,Sachsen-Anhalt
1994,84.49,366,15.51,2360,284,177,12.03,62.32,12%,127,Baden-Württemberg
4795,85.66,803,14.34,5598,412,298,7.36,72.33,"7,4%",320,Nordrhein-Westfalen
469,87.5,67,12.5,536,41,34,7.65,82.93,"7,7%",23,Hamburg
1555,83.74,302,16.26,1857,192,100,10.34,52.08,"10,3%",97,Hessen
1239,84.98,219,15.02,1458,175,111,12.0,63.43,12%,79,Sachsen
942,85.25,163,14.75,1105,130,104,11.76,80.0,"11,8%",53,Berlin
783,74.43,269,25.57,1052,70,46,6.65,65.71,"6,7%",77,Rheinland-Pfalz
1592,85.0,281,15.0,1873,110,70,5.87,63.64,"5,9%",120,Niedersachsen
550,83.71,107,16.29,657,71,52,10.81,73.24,"10,8%",36,Thüringen
539,82.29,116,17.71,655,28,19,4.27,67.86,"4,3%",50,Brandenburg
364,82.92,75,17.08,439,21,15,4.78,71.43,"4,8%",17,Saarland

