BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
556,74.83,187,25.17,743,60,30,8.08,50.0,"8,1%",33,Schleswig-Holstein
608,83.63,119,16.37,727,211,110,29.02,52.13,29%,37,Thüringen
1656,87.11,245,12.89,1901,488,255,25.67,52.25,"25,7%",100,Hessen
1060,91.62,97,8.38,1157,437,274,37.77,62.7,"37,8%",53,Berlin
2059,84.98,364,15.02,2423,642,355,26.5,55.3,"26,5%",129,Baden-Württemberg
577,82.66,121,17.34,698,233,110,33.38,47.21,"33,4%",48,Brandenburg
519,78.76,140,21.24,659,74,33,11.23,44.59,"11,2%",34,Mecklenburg-Vorpommern
1557,79.85,393,20.15,1950,241,121,12.36,50.21,"12,4%",123,Niedersachsen
169,83.25,34,16.75,203,30,19,14.78,63.33,"14,8%",12,Bremen
396,89.39,47,10.61,443,96,42,21.67,43.75,"21,7%",18,Saarland
2935,87.25,429,12.75,3364,898,500,26.69,55.68,"26,7%",209,Bayern
795,75.57,257,24.43,1052,226,113,21.48,50.0,"21,5%",77,Rheinland-Pfalz
1258,84.71,227,15.29,1485,582,289,39.19,49.66,"39,2%",78,Sachsen
458,85.61,77,14.39,535,112,68,20.93,60.71,"20,9%",24,Hamburg
697,82.39,149,17.61,846,167,92,19.74,55.09,"19,7%",43,Sachsen-Anhalt
4959,85.4,848,14.6,5807,1149,660,19.79,57.44,"19,8%",322,Nordrhein-Westfalen

