BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2125,87.02,317,12.98,2442,365,222,14.95,60.82,15%,129,Baden-Württemberg
577,81.04,135,18.96,712,164,75,23.03,45.73,23%,49,Brandenburg
1723,87.55,245,12.45,1968,379,185,19.26,48.81,"19,3%",100,Hessen
1047,89.26,126,10.74,1173,341,243,29.07,71.26,"29,1%",53,Berlin
538,82.9,111,17.1,649,82,39,12.63,47.56,"12,6%",34,Mecklenburg-Vorpommern
1687,84.39,312,15.61,1999,266,145,13.31,54.51,"13,3%",121,Niedersachsen
596,79.68,152,20.32,748,90,55,12.03,61.11,12%,33,Schleswig-Holstein
506,88.0,69,12.0,575,78,47,13.57,60.26,"13,6%",24,Hamburg
652,87.99,89,12.01,741,179,90,24.16,50.28,"24,2%",37,Thüringen
174,90.16,19,9.84,193,39,24,20.21,61.54,"20,2%",12,Bremen
1132,76.33,351,23.67,1483,337,180,22.72,53.41,"22,7%",78,Sachsen
5127,87.72,718,12.28,5845,794,430,13.58,54.16,"13,6%",321,Nordrhein-Westfalen
761,91.58,70,8.42,831,160,98,19.25,61.25,"19,3%",42,Sachsen-Anhalt
881,81.5,200,18.5,1081,173,90,16.0,52.02,16%,77,Rheinland-Pfalz
2978,87.69,418,12.31,3396,665,353,19.58,53.08,"19,6%",208,Bayern
408,88.31,54,11.69,462,89,43,19.26,48.31,"19,3%",17,Saarland

