BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1111,79.13,293,20.87,1404,18,10,1.28,55.56,"1,3%",76,Sachsen
1554,85.67,260,14.33,1814,55,22,3.03,40.0,3%,97,Hessen
485,80.7,116,19.3,601,3,2,0.5,66.67,"0,5%",47,Brandenburg
150,90.91,15,9.09,165,5,2,3.03,40.0,3%,11,Bremen
588,80.66,141,19.34,729,5,3,0.69,60.0,"0,7%",42,Sachsen-Anhalt
521,80.53,126,19.47,647,6,2,0.93,33.33,"0,9%",36,Thüringen
764,75.72,245,24.28,1009,31,12,3.07,38.71,"3,1%",77,Rheinland-Pfalz
415,79.81,105,20.19,520,39,22,7.5,56.41,"7,5%",24,Hamburg
1908,83.17,386,16.83,2294,84,44,3.66,52.38,"3,7%",127,Baden-Württemberg
349,76.7,106,23.3,455,17,10,3.74,58.82,"3,7%",16,Saarland
557,77.68,160,22.32,717,16,5,2.23,31.25,"2,2%",32,Schleswig-Holstein
2600,82.57,549,17.43,3149,93,35,2.95,37.63,3%,206,Bayern
453,81.92,100,18.08,553,8,5,1.45,62.5,"1,5%",33,Mecklenburg-Vorpommern
4460,83.88,857,16.12,5317,228,109,4.29,47.81,"4,3%",312,Nordrhein-Westfalen
914,87.13,135,12.87,1049,55,30,5.24,54.55,"5,2%",53,Berlin
1370,81.31,315,18.69,1685,44,22,2.61,50.0,"2,6%",119,Niedersachsen

