BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2229,69.77,966,30.23,3195,83,43,2.6,51.81,"2,6%",181,Baden-Württemberg
2950,69.97,1266,30.03,4216,84,43,1.99,51.19,2%,257,Bayern
1007,81.54,228,18.46,1235,70,30,5.67,42.86,"5,7%",65,Berlin
559,67.35,271,32.65,830,20,4,2.41,20,"2,4%",56,Brandenburg
162,77.51,47,22.49,209,10,4,4.78,40,"4,8%",13,Bremen
560,67.39,271,32.61,831,21,13,2.53,61.9,"2,5%",34,Hamburg
1655,73.52,596,26.48,2251,70,38,3.11,54.29,"3,1%",116,Hessen
546,69.38,241,30.62,787,5,2,0.64,40,"0,6%",39,Mecklenburg-Vorpommern
1683,65.08,903,34.92,2586,48,22,1.86,45.83,"1,9%",151,Niedersachsen
5022,70.54,2097,29.46,7119,226,97,3.17,42.92,"3,2%",403,Nordrhein-Westfalen
859,60.03,572,39.97,1431,28,15,1.96,53.57,2%,95,Rheinland-Pfalz
369,65.43,195,34.57,564,20,6,3.55,30,"3,6%",23,Saarland
1152,64.65,630,35.35,1782,50,25,2.81,50,"2,8%",95,Sachsen
710,67.04,349,32.96,1059,12,5,1.13,41.67,"1,1%",56,Sachsen-Anhalt
575,55.72,457,44.28,1032,6,4,0.58,66.67,"0,6%",39,Schleswig-Holstein
615,67.88,291,32.12,906,16,3,1.77,18.75,"1,8%",44,Thüringen
