BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
367,83.79,71,16.21,438,23,16,5.25,69.57,"5,3%",17,Saarland
2819,86.23,450,13.77,3269,326,198,9.97,60.74,10%,208,Bayern
562,85.8,93,14.2,655,73,51,11.15,69.86,"11,2%",36,Thüringen
1583,84.83,283,15.17,1866,189,98,10.13,51.85,"10,1%",97,Hessen
1261,85.67,211,14.33,1472,189,120,12.84,63.49,"12,8%",79,Sachsen
4827,86.12,778,13.88,5605,423,301,7.55,71.16,"7,6%",320,Nordrhein-Westfalen
680,84.47,125,15.53,805,42,25,5.22,59.52,"5,2%",42,Sachsen-Anhalt
1589,85.02,280,14.98,1869,118,74,6.31,62.71,"6,3%",120,Niedersachsen
539,82.29,116,17.71,655,29,17,4.43,58.62,"4,4%",50,Brandenburg
2023,85.94,331,14.06,2354,288,174,12.23,60.42,"12,2%",128,Baden-Württemberg
502,82.98,103,17.02,605,27,19,4.46,70.37,"4,5%",33,Mecklenburg-Vorpommern
172,89.58,20,10.42,192,24,19,12.5,79.17,"12,5%",12,Bremen
460,85.34,79,14.66,539,42,38,7.79,90.48,"7,8%",23,Hamburg
940,84.76,169,15.24,1109,133,103,11.99,77.44,12%,53,Berlin
589,78.64,160,21.36,749,21,19,2.8,90.48,"2,8%",33,Schleswig-Holstein
801,75.92,254,24.08,1055,75,50,7.11,66.67,"7,1%",77,Rheinland-Pfalz

