BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2060,84.63,374,15.37,2434,252,152,10.35,60.32,"10,4%",129,Baden-Württemberg
1708,88.5,222,11.5,1930,288,155,14.92,53.82,"14,9%",98,Hessen
4953,86.68,761,13.32,5714,627,357,10.97,56.94,11%,320,Nordrhein-Westfalen
570,80.51,138,19.49,708,132,64,18.64,48.48,"18,6%",50,Brandenburg
2856,84.57,521,15.43,3377,496,284,14.69,57.26,"14,7%",208,Bayern
1006,87.94,138,12.06,1144,243,167,21.24,68.72,"21,2%",53,Berlin
505,80.93,119,19.07,624,50,23,8.01,46.0,8%,34,Mecklenburg-Vorpommern
833,78.07,234,21.93,1067,103,62,9.65,60.19,"9,7%",77,Rheinland-Pfalz
147,82.58,31,17.42,178,27,20,15.17,74.07,"15,2%",12,Bremen
368,81.42,84,18.58,452,56,26,12.39,46.43,"12,4%",17,Saarland
507,88.33,67,11.67,574,72,37,12.54,51.39,"12,5%",24,Hamburg
1609,83.71,313,16.29,1922,210,110,10.93,52.38,"10,9%",121,Niedersachsen
1142,76.29,355,23.71,1497,214,121,14.3,56.54,"14,3%",78,Sachsen
695,83.33,139,16.67,834,96,58,11.51,60.42,"11,5%",42,Sachsen-Anhalt
595,79.33,155,20.67,750,76,45,10.13,59.21,"10,1%",33,Schleswig-Holstein
612,87.06,91,12.94,703,126,69,17.92,54.76,"17,9%",37,Thüringen

