BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1800,87.42,259,12.58,2059,344,215,16.71,62.5,"16,7%",117,Hessen
194,85.84,32,14.16,226,35,28,15.49,80.0,"15,5%",14,Bremen
906,73.06,334,26.94,1240,184,103,14.84,55.98,"14,8%",94,Rheinland-Pfalz
591,83.36,118,16.64,709,85,57,11.99,67.06,12%,34,Hamburg
614,79.74,156,20.26,770,88,47,11.43,53.41,"11,4%",56,Brandenburg
1132,89.27,136,10.73,1268,313,213,24.68,68.05,"24,7%",64,Berlin
5377,82.19,1165,17.81,6542,953,580,14.57,60.86,"14,6%",403,Nordrhein-Westfalen
731,76.54,224,23.46,955,57,24,5.97,42.11,6%,56,Sachsen-Anhalt
1322,81.6,298,18.4,1620,409,242,25.25,59.17,"25,3%",95,Sachsen
605,70.76,250,29.24,855,26,12,3.04,46.15,3%,39,Schleswig-Holstein
3256,81.52,738,18.48,3994,660,390,16.52,59.09,"16,5%",268,Bayern
553,78.44,152,21.56,705,30,15,4.26,50.0,"4,3%",41,Mecklenburg-Vorpommern
654,79.56,168,20.44,822,88,35,10.71,39.77,"10,7%",45,Thüringen
2385,79.66,609,20.34,2994,418,255,13.96,61.0,14%,182,Baden-Württemberg
397,80.04,99,19.96,496,74,26,14.92,35.14,"14,9%",25,Saarland
1751,76.76,530,23.24,2281,190,113,8.33,59.47,"8,3%",151,Niedersachsen

