BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2292,75.42,747,24.58,3039,352,195,11.58,55.4,"11,6%",181,Baden-Württemberg
3152,77.07,938,22.93,4090,411,226,10.05,54.99,"10,1%",261,Bayern
1088,86.62,168,13.38,1256,270,181,21.5,67.04,"21,5%",65,Berlin
586,73.99,206,26.01,792,68,37,8.59,54.41,"8,6%",56,Brandenburg
167,75.91,53,24.09,220,33,22,15,66.67,15%,13,Bremen
578,78,163,22,741,74,42,9.99,56.76,10%,34,Hamburg
1714,80.36,419,19.64,2133,274,145,12.85,52.92,"12,9%",117,Hessen
553,76.17,173,23.83,726,18,11,2.48,61.11,"2,5%",41,Mecklenburg-Vorpommern
1678,68.02,789,31.98,2467,180,104,7.3,57.78,"7,3%",152,Niedersachsen
5303,79.55,1363,20.45,6666,840,524,12.6,62.38,"12,6%",402,Nordrhein-Westfalen
889,65.08,477,34.92,1366,103,61,7.54,59.22,"7,5%",95,Rheinland-Pfalz
370,69.94,159,30.06,529,59,21,11.15,35.59,"11,2%",24,Saarland
1301,76.98,389,23.02,1690,270,119,15.98,44.07,16%,95,Sachsen
733,74.12,256,25.88,989,34,15,3.44,44.12,"3,4%",56,Sachsen-Anhalt
586,67.28,285,32.72,871,24,13,2.76,54.17,"2,8%",39,Schleswig-Holstein
621,67.5,299,32.5,920,54,16,5.87,29.63,"5,9%",45,Thüringen
