BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2908,88.17,390,11.83,3298,597,381,18.1,63.82,"18,1%",208,Bayern
847,79.98,212,20.02,1059,141,90,13.31,63.83,"13,3%",77,Rheinland-Pfalz
1601,85.66,268,14.34,1869,206,142,11.02,68.93,11%,121,Niedersachsen
1314,89.15,160,10.85,1474,340,204,23.07,60.0,"23,1%",79,Sachsen
1684,87.48,241,12.52,1925,355,181,18.44,50.99,"18,4%",99,Hessen
2136,88.93,266,11.07,2402,558,357,23.23,63.98,"23,2%",128,Baden-Württemberg
177,91.71,16,8.29,193,42,26,21.76,61.9,"21,8%",12,Bremen
508,81.8,113,18.2,621,54,31,8.7,57.41,"8,7%",34,Mecklenburg-Vorpommern
376,85.65,63,14.35,439,64,33,14.58,51.56,"14,6%",17,Saarland
590,78.88,158,21.12,748,47,32,6.28,68.09,"6,3%",33,Schleswig-Holstein
992,87.79,138,12.21,1130,226,156,20.0,69.03,20%,53,Berlin
454,84.7,82,15.3,536,74,48,13.81,64.86,"13,8%",24,Hamburg
587,86.07,95,13.93,682,154,81,22.58,52.6,"22,6%",36,Thüringen
706,89.25,85,10.75,791,92,62,11.63,67.39,"11,6%",42,Sachsen-Anhalt
567,83.63,111,16.37,678,77,49,11.36,63.64,"11,4%",50,Brandenburg
5001,88.47,652,11.53,5653,837,551,14.81,65.83,"14,8%",320,Nordrhein-Westfalen

