BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
491,86.9,74,13.1,565,107,69,18.94,64.49,"18,9%",24,Hamburg
614,88.73,78,11.27,692,223,133,32.23,59.64,"32,2%",36,Thüringen
568,76.76,172,23.24,740,40,27,5.41,67.5,"5,4%",33,Schleswig-Holstein
1244,85.44,212,14.56,1456,357,196,24.52,54.9,"24,5%",78,Sachsen
2132,88.1,288,11.9,2420,469,257,19.38,54.8,"19,4%",129,Baden-Württemberg
1031,91.4,97,8.6,1128,300,203,26.6,67.67,"26,6%",53,Berlin
710,87.65,100,12.35,810,130,63,16.05,48.46,"16,1%",42,Sachsen-Anhalt
2943,87.69,413,12.31,3356,755,431,22.5,57.09,"22,5%",208,Bayern
522,84.19,98,15.81,620,76,46,12.26,60.53,"12,3%",34,Mecklenburg-Vorpommern
165,94.83,9,5.17,174,53,30,30.46,56.6,"30,5%",12,Bremen
1625,85.8,269,14.2,1894,293,168,15.47,57.34,"15,5%",121,Niedersachsen
866,81.24,200,18.76,1066,165,82,15.48,49.7,"15,5%",77,Rheinland-Pfalz
381,83.92,73,16.08,454,62,25,13.66,40.32,"13,7%",17,Saarland
5001,87.81,694,12.19,5695,940,556,16.51,59.15,"16,5%",320,Nordrhein-Westfalen
1697,87.56,241,12.44,1938,410,190,21.16,46.34,"21,2%",99,Hessen
568,81.38,130,18.62,698,145,68,20.77,46.9,"20,8%",50,Brandenburg

