BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
802,76.31,249,23.69,1051,144,97,13.7,67.36,"13,7%",77,Rheinland-Pfalz
2836,86.02,461,13.98,3297,622,389,18.87,62.54,"18,9%",208,Bayern
1524,83.28,306,16.72,1830,220,151,12.02,68.64,12%,121,Niedersachsen
1687,86.87,255,13.13,1942,375,185,19.31,49.33,"19,3%",98,Hessen
1241,85.29,214,14.71,1455,361,219,24.81,60.66,"24,8%",79,Sachsen
2065,86.62,319,13.38,2384,564,369,23.66,65.43,"23,7%",128,Baden-Württemberg
154,88.51,20,11.49,174,40,28,22.99,70.0,23%,12,Bremen
502,81.76,112,18.24,614,60,31,9.77,51.67,"9,8%",34,Mecklenburg-Vorpommern
346,81.03,81,18.97,427,66,35,15.46,53.03,"15,5%",17,Saarland
544,74.42,187,25.58,731,44,31,6.02,70.45,6%,33,Schleswig-Holstein
995,88.44,130,11.56,1125,233,162,20.71,69.53,"20,7%",53,Berlin
434,82.98,89,17.02,523,77,50,14.72,64.94,"14,7%",24,Hamburg
576,84.58,105,15.42,681,158,95,23.2,60.13,"23,2%",36,Thüringen
672,86.38,106,13.62,778,157,64,20.18,40.76,"20,2%",42,Sachsen-Anhalt
4868,87.02,726,12.98,5594,906,568,16.2,62.69,"16,2%",320,Nordrhein-Westfalen
531,79.25,139,20.75,670,88,52,13.13,59.09,"13,1%",50,Brandenburg

