BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
405,83.68,79,16.32,484,61,23,12.6,37.7,"12,6%",25,Saarland
721,75.58,233,24.42,954,65,33,6.81,50.77,"6,8%",56,Sachsen-Anhalt
1735,75.11,575,24.89,2310,194,105,8.4,54.12,"8,4%",153,Niedersachsen
537,79.2,141,20.8,678,92,62,13.57,67.39,"13,6%",34,Hamburg
1787,87.09,265,12.91,2052,351,214,17.11,60.97,"17,1%",117,Hessen
3202,81.62,721,18.38,3923,730,442,18.61,60.55,"18,6%",268,Bayern
183,81.7,41,18.3,224,34,26,15.18,76.47,"15,2%",14,Bremen
907,74.65,308,25.35,1215,178,105,14.65,58.99,"14,7%",94,Rheinland-Pfalz
1335,82.31,287,17.69,1622,448,259,27.62,57.81,"27,6%",95,Sachsen
536,76.03,169,23.97,705,38,14,5.39,36.84,"5,4%",42,Mecklenburg-Vorpommern
5321,82.2,1152,17.8,6473,965,620,14.91,64.25,"14,9%",405,Nordrhein-Westfalen
582,68.55,267,31.45,849,27,14,3.18,51.85,"3,2%",39,Schleswig-Holstein
614,75.71,197,24.29,811,90,39,11.1,43.33,"11,1%",45,Thüringen
1096,86.1,177,13.9,1273,345,243,27.1,70.43,"27,1%",64,Berlin
588,77.27,173,22.73,761,101,53,13.27,52.48,"13,3%",56,Brandenburg
2322,78.74,627,21.26,2949,469,269,15.9,57.36,"15,9%",182,Baden-Württemberg

