BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2273,70.22,964,29.78,3237,60,31,1.85,51.67,"1,9%",181,Baden-Württemberg
3058,71.82,1200,28.18,4258,66,46,1.55,69.7,"1,6%",256,Bayern
1028,84.06,195,15.94,1223,44,20,3.6,45.45,"3,6%",65,Berlin
592,70.31,250,29.69,842,6,3,0.71,50,"0,7%",56,Brandenburg
165,68.75,75,31.25,240,4,3,1.67,75,"1,7%",14,Bremen
572,68.83,259,31.17,831,15,8,1.81,53.33,"1,8%",34,Hamburg
1716,76.27,534,23.73,2250,45,25,2,55.56,2%,115,Hessen
576,71.64,228,28.36,804,5,4,0.62,80,"0,6%",39,Mecklenburg-Vorpommern
1730,65.96,893,34.04,2623,35,16,1.33,45.71,"1,3%",149,Niedersachsen
5305,74.08,1856,25.92,7161,175,88,2.44,50.29,"2,4%",405,Nordrhein-Westfalen
922,63.45,531,36.55,1453,19,8,1.31,42.11,"1,3%",95,Rheinland-Pfalz
385,68.02,181,31.98,566,9,3,1.59,33.33,"1,6%",23,Saarland
1169,65.38,619,34.62,1788,27,13,1.51,48.15,"1,5%",95,Sachsen
742,70.27,314,29.73,1056,9,6,0.85,66.67,"0,9%",56,Sachsen-Anhalt
569,55.14,463,44.86,1032,5,4,0.48,80,"0,5%",39,Schleswig-Holstein
615,67.43,297,32.57,912,9,2,0.99,22.22,1%,44,Thüringen
