BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
912,83.75,177,16.25,1089,71,54,6.52,76.06,"6,5%",53,Berlin
1500,80.3,368,19.7,1868,46,31,2.46,67.39,"2,5%",120,Niedersachsen
359,79.6,92,20.4,451,10,8,2.22,80.0,"2,2%",17,Saarland
567,78.31,157,21.69,724,18,15,2.49,83.33,"2,5%",32,Schleswig-Holstein
514,81.98,113,18.02,627,12,9,1.91,75.0,"1,9%",49,Brandenburg
1963,83.6,385,16.4,2348,113,76,4.81,67.26,"4,8%",128,Baden-Württemberg
529,79.43,137,20.57,666,31,22,4.65,70.97,"4,7%",36,Thüringen
643,82.44,137,17.56,780,11,8,1.41,72.73,"1,4%",42,Sachsen-Anhalt
439,85.08,77,14.92,516,29,21,5.62,72.41,"5,6%",23,Hamburg
1581,84.73,285,15.27,1866,110,61,5.89,55.45,"5,9%",97,Hessen
775,73.95,273,26.05,1048,32,17,3.05,53.13,"3,1%",77,Rheinland-Pfalz
156,89.14,19,10.86,175,3,3,1.71,100.0,"1,7%",12,Bremen
497,82.7,104,17.3,601,11,9,1.83,81.82,"1,8%",34,Mecklenburg-Vorpommern
2636,82.04,577,17.96,3213,160,101,4.98,63.13,5%,208,Bayern
4731,85.4,809,14.6,5540,192,145,3.47,75.52,"3,5%",318,Nordrhein-Westfalen
1185,80.94,279,19.06,1464,78,58,5.33,74.36,"5,3%",79,Sachsen

