BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
561,74.5,192,25.5,753,26,21,3.45,80.77,"3,5%",33,Schleswig-Holstein
4803,85.52,813,14.48,5616,518,357,9.22,68.92,"9,2%",320,Nordrhein-Westfalen
505,82.92,104,17.08,609,32,20,5.25,62.5,"5,3%",34,Mecklenburg-Vorpommern
1524,82.02,334,17.98,1858,140,91,7.53,65.0,"7,5%",120,Niedersachsen
783,74.64,266,25.36,1049,92,56,8.77,60.87,"8,8%",77,Rheinland-Pfalz
662,84.44,122,15.56,784,54,29,6.89,53.7,"6,9%",42,Sachsen-Anhalt
524,81.24,121,18.76,645,94,60,14.57,63.83,"14,6%",36,Thüringen
1602,85.62,269,14.38,1871,232,119,12.4,51.29,"12,4%",97,Hessen
525,79.19,138,20.81,663,39,25,5.88,64.1,"5,9%",50,Brandenburg
161,85.19,28,14.81,189,25,17,13.23,68.0,"13,2%",12,Bremen
909,82.41,194,17.59,1103,145,112,13.15,77.24,"13,2%",53,Berlin
1246,84.82,223,15.18,1469,223,143,15.18,64.13,"15,2%",79,Sachsen
2751,84.46,506,15.54,3257,374,230,11.48,61.5,"11,5%",208,Bayern
374,84.62,68,15.38,442,35,22,7.92,62.86,"7,9%",17,Saarland
2001,84.93,355,15.07,2356,364,225,15.45,61.81,"15,5%",128,Baden-Württemberg
459,87.1,68,12.9,527,50,40,9.49,80.0,"9,5%",24,Hamburg

