BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
385,85.18,67,14.82,452,44,20,9.73,45.45,"9,7%",17,Saarland
1149,77.01,343,22.99,1492,186,99,12.47,53.23,"12,5%",79,Sachsen
2978,87.92,409,12.08,3387,441,258,13.02,58.5,13%,209,Bayern
2091,84.93,371,15.07,2462,236,132,9.59,55.93,"9,6%",130,Baden-Württemberg
510,79.07,135,20.93,645,43,24,6.67,55.81,"6,7%",34,Mecklenburg-Vorpommern
632,88.39,83,11.61,715,118,67,16.5,56.78,"16,5%",36,Thüringen
525,89.29,63,10.71,588,99,47,16.84,47.47,"16,8%",24,Hamburg
679,81.22,157,18.78,836,81,41,9.69,50.62,"9,7%",43,Sachsen-Anhalt
619,83.76,120,16.24,739,90,50,12.18,55.56,"12,2%",51,Brandenburg
1692,85.89,278,14.11,1970,260,131,13.2,50.38,"13,2%",102,Hessen
188,94.95,10,5.05,198,35,19,17.68,54.29,"17,7%",12,Bremen
834,76.58,255,23.42,1089,75,39,6.89,52.0,"6,9%",78,Rheinland-Pfalz
5022,86.11,810,13.89,5832,567,338,9.72,59.61,"9,7%",323,Nordrhein-Westfalen
995,87.36,144,12.64,1139,195,142,17.12,72.82,"17,1%",54,Berlin
600,78.64,163,21.36,763,50,34,6.55,68.0,"6,6%",33,Schleswig-Holstein
1690,84.42,312,15.58,2002,211,128,10.54,60.66,"10,5%",125,Niedersachsen

