BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
757,72.93,281,27.07,1038,89,60,8.57,67.42,"8,6%",77,Rheinland-Pfalz
2746,84.6,500,15.4,3246,386,242,11.89,62.69,"11,9%",208,Bayern
1508,82.77,314,17.23,1822,140,96,7.68,68.57,"7,7%",120,Niedersachsen
1582,84.69,286,15.31,1868,231,126,12.37,54.55,"12,4%",97,Hessen
1212,83.07,247,16.93,1459,234,149,16.04,63.68,16%,79,Sachsen
1976,84.34,367,15.66,2343,380,242,16.22,63.68,"16,2%",128,Baden-Württemberg
149,84.18,28,15.82,177,28,19,15.82,67.86,"15,8%",12,Bremen
484,82.59,102,17.41,586,33,19,5.63,57.58,"5,6%",33,Mecklenburg-Vorpommern
352,80.55,85,19.45,437,35,23,8.01,65.71,8%,17,Saarland
543,73.48,196,26.52,739,28,23,3.79,82.14,"3,8%",32,Schleswig-Holstein
909,83.17,184,16.83,1093,147,119,13.45,80.95,"13,5%",53,Berlin
444,85.06,78,14.94,522,49,37,9.39,75.51,"9,4%",24,Hamburg
539,82.8,112,17.2,651,96,66,14.75,68.75,"14,8%",36,Thüringen
647,82.32,139,17.68,786,54,29,6.87,53.7,"6,9%",42,Sachsen-Anhalt
518,78.37,143,21.63,661,37,24,5.6,64.86,"5,6%",50,Brandenburg
4762,84.98,842,15.02,5604,546,383,9.74,70.15,"9,7%",320,Nordrhein-Westfalen

