BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2225,73.55,800,26.45,3025,324,175,10.71,54.01,"10,7%",181,Baden-Württemberg
2902,72.46,1103,27.54,4005,374,191,9.34,51.07,"9,3%",261,Bayern
1048,84.38,194,15.62,1242,256,170,20.61,66.41,"20,6%",65,Berlin
539,68.14,252,31.86,791,67,41,8.47,61.19,"8,5%",56,Brandenburg
185,81.5,42,18.5,227,31,19,13.66,61.29,"13,7%",14,Bremen
574,77.46,167,22.54,741,68,32,9.18,47.06,"9,2%",34,Hamburg
1679,78.79,452,21.21,2131,269,135,12.62,50.19,"12,6%",118,Hessen
629,75.51,204,24.49,833,27,9,3.24,33.33,"3,2%",42,Mecklenburg-Vorpommern
1670,68.56,766,31.44,2436,169,98,6.94,57.99,"6,9%",150,Niedersachsen
5153,77.77,1473,22.23,6626,810,510,12.22,62.96,"12,2%",402,Nordrhein-Westfalen
860,63.14,502,36.86,1362,96,67,7.05,69.79,"7,1%",95,Rheinland-Pfalz
342,63.69,195,36.31,537,57,26,10.61,45.61,"10,6%",24,Saarland
1237,74.16,431,25.84,1668,265,106,15.89,40,"15,9%",95,Sachsen
696,71.31,280,28.69,976,32,12,3.28,37.5,"3,3%",56,Sachsen-Anhalt
528,60.34,347,39.66,875,27,11,3.09,40.74,"3,1%",39,Schleswig-Holstein
599,65.11,321,34.89,920,58,15,6.3,25.86,"6,3%",45,Thüringen
