BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
575,77.91,163,22.09,738,10,7,1.36,70.0,"1,4%",32,Schleswig-Holstein
1446,83.01,296,16.99,1742,12,10,0.69,83.33,"0,7%",119,Niedersachsen
2749,84.48,505,15.52,3254,90,58,2.77,64.44,"2,8%",208,Bayern
170,89.95,19,10.05,189,1,1,0.53,100.0,"0,5%",11,Bremen
484,79.61,124,20.39,608,2,2,0.33,100.0,"0,3%",34,Mecklenburg-Vorpommern
456,84.6,83,15.4,539,21,12,3.9,57.14,"3,9%",23,Hamburg
652,85.01,115,14.99,767,6,6,0.78,100.0,"0,8%",42,Sachsen-Anhalt
1237,83.92,237,16.08,1474,33,21,2.24,63.64,"2,2%",79,Sachsen
403,89.76,46,10.24,449,7,5,1.56,71.43,"1,6%",17,Saarland
787,74.46,270,25.54,1057,16,9,1.51,56.25,"1,5%",77,Rheinland-Pfalz
1970,83.51,389,16.49,2359,64,41,2.71,64.06,"2,7%",128,Baden-Württemberg
4738,85.0,836,15.0,5574,105,70,1.88,66.67,"1,9%",319,Nordrhein-Westfalen
511,80.6,123,19.4,634,5,1,0.79,20.0,"0,8%",49,Brandenburg
1613,85.84,266,14.16,1879,72,38,3.83,52.78,"3,8%",97,Hessen
531,81.19,123,18.81,654,16,12,2.45,75.0,"2,5%",36,Thüringen
930,86.59,144,13.41,1074,43,30,4.0,69.77,4%,53,Berlin

