BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
374,84.42,69,15.58,443,91,43,20.54,47.25,"20,5%",18,Saarland
799,75.31,262,24.69,1061,224,113,21.11,50.45,"21,1%",77,Rheinland-Pfalz
441,82.89,91,17.11,532,114,72,21.43,63.16,"21,4%",24,Hamburg
560,75.07,186,24.93,746,62,30,8.31,48.39,"8,3%",33,Schleswig-Holstein
682,81.87,151,18.13,833,174,96,20.89,55.17,"20,9%",43,Sachsen-Anhalt
2926,87.42,421,12.58,3347,893,493,26.68,55.21,"26,7%",209,Bayern
1657,87.53,236,12.47,1893,495,264,26.15,53.33,"26,2%",100,Hessen
1543,79.29,403,20.71,1946,237,122,12.18,51.48,"12,2%",123,Niedersachsen
1046,90.09,115,9.91,1161,430,285,37.04,66.28,37%,53,Berlin
514,77.76,147,22.24,661,81,29,12.25,35.8,"12,3%",34,Mecklenburg-Vorpommern
604,83.31,121,16.69,725,211,107,29.1,50.71,"29,1%",37,Thüringen
2087,85.85,344,14.15,2431,628,364,25.83,57.96,"25,8%",129,Baden-Württemberg
4962,85.68,829,14.32,5791,1156,633,19.96,54.76,20%,322,Nordrhein-Westfalen
1259,84.5,231,15.5,1490,573,284,38.46,49.56,"38,5%",78,Sachsen
581,83.96,111,16.04,692,233,111,33.67,47.64,"33,7%",48,Brandenburg
170,87.63,24,12.37,194,33,19,17.01,57.58,17%,12,Bremen

