BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1634,83.37,326,16.63,1960,235,119,11.99,50.64,12%,121,Niedersachsen
522,82.99,107,17.01,629,63,33,10.02,52.38,10%,34,Mecklenburg-Vorpommern
600,85.23,104,14.77,704,103,55,14.63,53.4,"14,6%",50,Brandenburg
2955,87.32,429,12.68,3384,541,306,15.99,56.56,16%,208,Bayern
502,86.4,79,13.6,581,81,55,13.94,67.9,"13,9%",24,Hamburg
168,86.15,27,13.85,195,36,21,18.46,58.33,"18,5%",12,Bremen
5041,87.12,745,12.88,5786,627,332,10.84,52.95,"10,8%",320,Nordrhein-Westfalen
732,88.83,92,11.17,824,82,38,9.95,46.34,10%,42,Sachsen-Anhalt
837,76.44,258,23.56,1095,104,52,9.5,50.0,"9,5%",77,Rheinland-Pfalz
1150,77.23,339,22.77,1489,247,151,16.59,61.13,"16,6%",78,Sachsen
616,81.7,138,18.3,754,45,22,5.97,48.89,6%,33,Schleswig-Holstein
652,91.96,57,8.04,709,168,96,23.7,57.14,"23,7%",36,Thüringen
2155,87.85,298,12.15,2453,299,146,12.19,48.83,"12,2%",129,Baden-Württemberg
1009,89.21,122,10.79,1131,202,137,17.86,67.82,"17,9%",53,Berlin
1712,87.35,248,12.65,1960,326,152,16.63,46.63,"16,6%",99,Hessen
395,88.57,51,11.43,446,43,19,9.64,44.19,"9,6%",17,Saarland

