BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2137,87.15,315,12.85,2452,365,217,14.89,59.45,"14,9%",129,Baden-Württemberg
571,80.65,137,19.35,708,156,78,22.03,50.0,22%,49,Brandenburg
1739,88.5,226,11.5,1965,389,186,19.8,47.81,"19,8%",100,Hessen
1050,89.9,118,10.1,1168,340,233,29.11,68.53,"29,1%",53,Berlin
532,82.35,114,17.65,646,81,40,12.54,49.38,"12,5%",34,Mecklenburg-Vorpommern
1670,83.84,322,16.16,1992,258,146,12.95,56.59,13%,121,Niedersachsen
603,81.49,137,18.51,740,97,50,13.11,51.55,"13,1%",33,Schleswig-Holstein
487,85.29,84,14.71,571,75,47,13.13,62.67,"13,1%",24,Hamburg
668,90.03,74,9.97,742,177,92,23.85,51.98,"23,9%",37,Thüringen
183,91.5,17,8.5,200,35,25,17.5,71.43,"17,5%",12,Bremen
1135,76.38,351,23.62,1486,340,175,22.88,51.47,"22,9%",78,Sachsen
5065,86.79,771,13.21,5836,786,430,13.47,54.71,"13,5%",321,Nordrhein-Westfalen
751,90.7,77,9.3,828,154,93,18.6,60.39,"18,6%",42,Sachsen-Anhalt
862,79.59,221,20.41,1083,174,86,16.07,49.43,"16,1%",77,Rheinland-Pfalz
2951,87.26,431,12.74,3382,649,363,19.19,55.93,"19,2%",208,Bayern
422,89.6,49,10.4,471,86,41,18.26,47.67,"18,3%",17,Saarland

