BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
516,90.21,56,9.79,572,84,53,14.69,63.1,"14,7%",24,Hamburg
1707,87.63,241,12.37,1948,276,143,14.17,51.81,"14,2%",99,Hessen
616,82.02,135,17.98,751,74,56,9.85,75.68,"9,9%",33,Schleswig-Holstein
579,80.98,136,19.02,715,112,70,15.66,62.5,"15,7%",50,Brandenburg
728,87.92,100,12.08,828,86,57,10.39,66.28,"10,4%",42,Sachsen-Anhalt
987,86.58,153,13.42,1140,205,152,17.98,74.15,18%,53,Berlin
512,81.53,116,18.47,628,41,23,6.53,56.1,"6,5%",34,Mecklenburg-Vorpommern
831,76.1,261,23.9,1092,100,63,9.16,63.0,"9,2%",77,Rheinland-Pfalz
4960,86.13,799,13.87,5759,573,331,9.95,57.77,10%,321,Nordrhein-Westfalen
1113,74.7,377,25.3,1490,184,103,12.35,55.98,"12,4%",78,Sachsen
185,92.5,15,7.5,200,29,19,14.5,65.52,"14,5%",12,Bremen
1680,84.34,312,15.66,1992,201,120,10.09,59.7,"10,1%",121,Niedersachsen
653,90.69,67,9.31,720,130,69,18.06,53.08,"18,1%",37,Thüringen
394,87.36,57,12.64,451,45,28,9.98,62.22,10%,17,Saarland
2120,87.24,310,12.76,2430,248,133,10.21,53.63,"10,2%",129,Baden-Württemberg
2870,85.21,498,14.79,3368,454,261,13.48,57.49,"13,5%",208,Bayern

