BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
757,79.6,194,20.4,951,83,44,8.73,53.01,"8,7%",56,Sachsen-Anhalt
602,72.18,232,27.82,834,25,15,3.0,60.0,3%,39,Schleswig-Holstein
5515,85.06,969,14.94,6484,1014,606,15.64,59.76,"15,6%",406,Nordrhein-Westfalen
591,78.28,164,21.72,755,125,54,16.56,43.2,"16,6%",56,Brandenburg
1399,86.09,226,13.91,1625,511,259,31.45,50.68,"31,5%",95,Sachsen
435,86.83,66,13.17,501,74,18,14.77,24.32,"14,8%",26,Saarland
1789,77.95,506,22.05,2295,175,92,7.63,52.57,"7,6%",153,Niedersachsen
191,86.04,31,13.96,222,32,23,14.41,71.88,"14,4%",14,Bremen
550,78.35,152,21.65,702,42,12,5.98,28.57,6%,42,Mecklenburg-Vorpommern
921,76.81,278,23.19,1199,180,106,15.01,58.89,15%,95,Rheinland-Pfalz
559,82.45,119,17.55,678,96,64,14.16,66.67,"14,2%",34,Hamburg
2361,81.41,539,18.59,2900,516,303,17.79,58.72,"17,8%",182,Baden-Württemberg
1783,86.81,271,13.19,2054,375,231,18.26,61.6,"18,3%",117,Hessen
1130,88.91,141,11.09,1271,362,242,28.48,66.85,"28,5%",64,Berlin
636,79.2,167,20.8,803,105,53,13.08,50.48,"13,1%",45,Thüringen
3292,84.71,594,15.29,3886,728,425,18.73,58.38,"18,7%",270,Bayern

