BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
5318,81.31,1222,18.69,6540,949,580,14.51,61.12,"14,5%",404,Nordrhein-Westfalen
718,75.18,237,24.82,955,48,24,5.03,50.0,5%,56,Sachsen-Anhalt
2405,80.7,575,19.3,2980,425,262,14.26,61.65,"14,3%",182,Baden-Württemberg
1128,88.96,140,11.04,1268,326,228,25.71,69.94,"25,7%",64,Berlin
181,79.74,46,20.26,227,32,28,14.1,87.5,"14,1%",14,Bremen
1760,76.76,533,23.24,2293,184,105,8.02,57.07,8%,151,Niedersachsen
559,79.18,147,20.82,706,28,15,3.97,53.57,4%,42,Mecklenburg-Vorpommern
612,79.69,156,20.31,768,94,55,12.24,58.51,"12,2%",56,Brandenburg
650,78.98,173,21.02,823,89,36,10.81,40.45,"10,8%",45,Thüringen
409,81.8,91,18.2,500,75,27,15.0,36.0,15%,25,Saarland
1789,86.13,288,13.87,2077,346,217,16.66,62.72,"16,7%",117,Hessen
1330,82.2,288,17.8,1618,422,241,26.08,57.11,"26,1%",95,Sachsen
3307,83.34,661,16.66,3968,668,406,16.83,60.78,"16,8%",268,Bayern
916,74.05,321,25.95,1237,184,100,14.87,54.35,"14,9%",94,Rheinland-Pfalz
588,83.4,117,16.6,705,88,55,12.48,62.5,"12,5%",34,Hamburg
608,70.95,249,29.05,857,24,12,2.8,50.0,"2,8%",39,Schleswig-Holstein

