BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1663,85.28,287,14.72,1950,242,119,12.41,49.17,"12,4%",121,Niedersachsen
521,83.23,105,16.77,626,65,32,10.38,49.23,"10,4%",34,Mecklenburg-Vorpommern
578,82.69,121,17.31,699,86,50,12.3,58.14,"12,3%",50,Brandenburg
490,84.48,90,15.52,580,85,58,14.66,68.24,"14,7%",24,Hamburg
2916,86.32,462,13.68,3378,518,292,15.33,56.37,"15,3%",208,Bayern
180,92.31,15,7.69,195,36,21,18.46,58.33,"18,5%",12,Bremen
5062,87.35,733,12.65,5795,646,344,11.15,53.25,"11,2%",321,Nordrhein-Westfalen
733,89.06,90,10.94,823,81,41,9.84,50.62,"9,8%",42,Sachsen-Anhalt
1137,76.36,352,23.64,1489,241,143,16.19,59.34,"16,2%",78,Sachsen
846,77.69,243,22.31,1089,104,46,9.55,44.23,"9,6%",77,Rheinland-Pfalz
609,80.77,145,19.23,754,45,18,5.97,40.0,6%,33,Schleswig-Holstein
644,90.58,67,9.42,711,158,93,22.22,58.86,"22,2%",36,Thüringen
2096,85.55,354,14.45,2450,280,136,11.43,48.57,"11,4%",129,Baden-Württemberg
992,87.94,136,12.06,1128,200,139,17.73,69.5,"17,7%",53,Berlin
1720,87.8,239,12.2,1959,319,148,16.28,46.39,"16,3%",99,Hessen
385,85.94,63,14.06,448,47,21,10.49,44.68,"10,5%",17,Saarland

