BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
581,78.2,162,21.8,743,73,44,9.83,60.27,"9,8%",33,Schleswig-Holstein
2148,87.6,304,12.4,2452,481,294,19.62,61.12,"19,6%",129,Baden-Württemberg
1666,84.53,305,15.47,1971,271,137,13.75,50.55,"13,8%",121,Niedersachsen
630,85.14,110,14.86,740,176,103,23.78,58.52,"23,8%",37,Thüringen
1174,78.48,322,21.52,1496,453,265,30.28,58.5,"30,3%",78,Sachsen
190,92.68,15,7.32,205,33,19,16.1,57.58,"16,1%",12,Bremen
592,82.8,123,17.2,715,218,104,30.49,47.71,"30,5%",49,Brandenburg
413,88.44,54,11.56,467,100,44,21.41,44.0,"21,4%",17,Saarland
1048,88.59,135,11.41,1183,380,273,32.12,71.84,"32,1%",53,Berlin
740,88.1,100,11.9,840,191,113,22.74,59.16,"22,7%",42,Sachsen-Anhalt
1726,88.24,230,11.76,1956,436,237,22.29,54.36,"22,3%",100,Hessen
5077,87.17,747,12.83,5824,865,499,14.85,57.69,"14,9%",321,Nordrhein-Westfalen
495,87.61,70,12.39,565,103,62,18.23,60.19,"18,2%",24,Hamburg
2957,86.84,448,13.16,3405,743,432,21.82,58.14,"21,8%",208,Bayern
551,84.25,103,15.75,654,97,38,14.83,39.18,"14,8%",34,Mecklenburg-Vorpommern
864,79.63,221,20.37,1085,188,100,17.33,53.19,"17,3%",77,Rheinland-Pfalz

