BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
567,75.9,180,24.1,747,65,41,8.7,63.08,"8,7%",33,Schleswig-Holstein
2163,88.18,290,11.82,2453,520,327,21.2,62.88,"21,2%",129,Baden-Württemberg
1643,83.27,330,16.73,1973,278,149,14.09,53.6,"14,1%",122,Niedersachsen
635,87.23,93,12.77,728,196,112,26.92,57.14,"26,9%",37,Thüringen
1211,81.22,280,18.78,1491,491,275,32.93,56.01,"32,9%",77,Sachsen
179,88.18,24,11.82,203,27,12,13.3,44.44,"13,3%",12,Bremen
624,86.91,94,13.09,718,231,113,32.17,48.92,"32,2%",49,Brandenburg
382,82.33,82,17.67,464,91,43,19.61,47.25,"19,6%",17,Saarland
1051,88.99,130,11.01,1181,409,286,34.63,69.93,"34,6%",53,Berlin
701,84.66,127,15.34,828,190,106,22.95,55.79,23%,42,Sachsen-Anhalt
1696,86.97,254,13.03,1950,454,257,23.28,56.61,"23,3%",100,Hessen
5013,86.6,776,13.4,5789,962,544,16.62,56.55,"16,6%",319,Nordrhein-Westfalen
485,85.84,80,14.16,565,94,61,16.64,64.89,"16,6%",24,Hamburg
2958,87.57,420,12.43,3378,810,479,23.98,59.14,24%,209,Bayern
559,85.47,95,14.53,654,92,36,14.07,39.13,"14,1%",34,Mecklenburg-Vorpommern
862,78.22,240,21.78,1102,192,104,17.42,54.17,"17,4%",77,Rheinland-Pfalz

