BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2883,87.1,427,12.9,3310,616,394,18.61,63.96,"18,6%",208,Bayern
815,77.25,240,22.75,1055,148,97,14.03,65.54,14%,77,Rheinland-Pfalz
1543,83.81,298,16.19,1841,227,159,12.33,70.04,"12,3%",121,Niedersachsen
1252,85.99,204,14.01,1456,357,214,24.52,59.94,"24,5%",79,Sachsen
1685,87.17,248,12.83,1933,372,195,19.24,52.42,"19,2%",98,Hessen
2103,87.73,294,12.27,2397,571,371,23.82,64.97,"23,8%",128,Baden-Württemberg
158,91.86,14,8.14,172,44,34,25.58,77.27,"25,6%",12,Bremen
513,83.14,104,16.86,617,59,32,9.56,54.24,"9,6%",34,Mecklenburg-Vorpommern
356,82.79,74,17.21,430,65,35,15.12,53.85,"15,1%",17,Saarland
543,73.88,192,26.12,735,44,31,5.99,70.45,6%,33,Schleswig-Holstein
983,86.91,148,13.09,1131,233,164,20.6,70.39,"20,6%",53,Berlin
466,86.3,74,13.7,540,79,52,14.63,65.82,"14,6%",24,Hamburg
594,86.72,91,13.28,685,166,103,24.23,62.05,"24,2%",36,Thüringen
679,86.83,103,13.17,782,101,71,12.92,70.3,"12,9%",42,Sachsen-Anhalt
524,69.4,231,30.6,755,86,53,11.39,61.63,"11,4%",50,Brandenburg
4931,88.09,667,11.91,5598,917,579,16.38,63.14,"16,4%",320,Nordrhein-Westfalen

