BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2319,70.32,979,29.68,3298,50,25,1.52,50,"1,5%",181,Baden-Württemberg
3065,71.55,1219,28.45,4284,51,30,1.19,58.82,"1,2%",253,Bayern
1014,81.71,227,18.29,1241,23,15,1.85,65.22,"1,9%",65,Berlin
620,66.67,310,33.33,930,2,0,0.22,0,"0,2%",57,Brandenburg
158,75.96,50,24.04,208,2,0,0.96,0,1%,13,Bremen
559,68.59,256,31.41,815,17,9,2.09,52.94,"2,1%",33,Hamburg
1672,73.27,610,26.73,2282,30,14,1.31,46.67,"1,3%",116,Hessen
569,70.42,239,29.58,808,0,0,0,0,0%,39,Mecklenburg-Vorpommern
1712,65.62,897,34.38,2609,25,13,0.96,52,1%,152,Niedersachsen
5035,70.24,2133,29.76,7168,89,57,1.24,64.04,"1,2%",407,Nordrhein-Westfalen
897,61.02,573,38.98,1470,14,6,0.95,42.86,1%,95,Rheinland-Pfalz
382,67.61,183,32.39,565,1,1,0.18,100,"0,2%",23,Saarland
1131,64.08,634,35.92,1765,8,4,0.45,50,"0,5%",95,Sachsen
718,67.8,341,32.2,1059,2,1,0.19,50,"0,2%",56,Sachsen-Anhalt
633,60.75,409,39.25,1042,5,3,0.48,60,"0,5%",39,Schleswig-Holstein
619,67.65,296,32.35,915,9,2,0.98,22.22,1%,44,Thüringen
