BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
427,83.73,83,16.27,510,18,11,3.53,61.11,"3,5%",23,Hamburg
1550,85.49,263,14.51,1813,42,16,2.32,38.1,"2,3%",97,Hessen
429,79.01,114,20.99,543,1,0,0.18,0.0,"0,2%",31,Mecklenburg-Vorpommern
556,77.33,163,22.67,719,8,5,1.11,62.5,"1,1%",32,Schleswig-Holstein
4441,83.26,893,16.74,5334,77,35,1.44,45.45,"1,4%",313,Nordrhein-Westfalen
2681,84.55,490,15.45,3171,47,26,1.48,55.32,"1,5%",207,Bayern
784,78.09,220,21.91,1004,19,7,1.89,36.84,"1,9%",77,Rheinland-Pfalz
892,84.55,163,15.45,1055,35,20,3.32,57.14,"3,3%",53,Berlin
486,78.51,133,21.49,619,5,1,0.81,20.0,"0,8%",48,Brandenburg
530,81.16,123,18.84,653,11,10,1.68,90.91,"1,7%",36,Thüringen
594,81.15,138,18.85,732,0,0,0.0,0.0,0%,41,Sachsen-Anhalt
381,86.2,61,13.8,442,8,5,1.81,62.5,"1,8%",17,Saarland
1967,84.31,366,15.69,2333,50,30,2.14,60.0,"2,1%",128,Baden-Württemberg
1326,79.54,341,20.46,1667,20,7,1.2,35.0,"1,2%",119,Niedersachsen
1162,79.1,307,20.9,1469,18,10,1.23,55.56,"1,2%",77,Sachsen
133,81.1,31,18.9,164,1,0,0.61,0.0,"0,6%",11,Bremen

