BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2079,85.07,365,14.93,2444,267,159,10.92,59.55,"10,9%",129,Baden-Württemberg
1698,88.25,226,11.75,1924,304,164,15.8,53.95,"15,8%",98,Hessen
4982,86.0,811,14.0,5793,622,374,10.74,60.13,"10,7%",320,Nordrhein-Westfalen
585,82.05,128,17.95,713,134,75,18.79,55.97,"18,8%",50,Brandenburg
2911,85.69,486,14.31,3397,504,282,14.84,55.95,"14,8%",208,Bayern
1021,87.87,141,12.13,1162,258,169,22.2,65.5,"22,2%",53,Berlin
831,77.88,236,22.12,1067,110,67,10.31,60.91,"10,3%",77,Rheinland-Pfalz
507,79.97,127,20.03,634,59,26,9.31,44.07,"9,3%",34,Mecklenburg-Vorpommern
173,88.72,22,11.28,195,32,21,16.41,65.63,"16,4%",12,Bremen
391,86.12,63,13.88,454,55,29,12.11,52.73,"12,1%",17,Saarland
494,85.62,83,14.38,577,79,41,13.69,51.9,"13,7%",24,Hamburg
1656,84.58,302,15.42,1958,220,116,11.24,52.73,"11,2%",121,Niedersachsen
692,83.47,137,16.53,829,101,54,12.18,53.47,"12,2%",42,Sachsen-Anhalt
1148,76.43,354,23.57,1502,226,125,15.05,55.31,"15,1%",78,Sachsen
636,89.45,75,10.55,711,125,69,17.58,55.2,"17,6%",37,Thüringen
627,83.05,128,16.95,755,70,40,9.27,57.14,"9,3%",33,Schleswig-Holstein

