BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2317,71.93,904,28.07,3221,66,30,2.05,45.45,"2,1%",181,Baden-Württemberg
3140,73.83,1113,26.17,4253,62,39,1.46,62.9,"1,5%",256,Bayern
1029,84.14,194,15.86,1223,38,21,3.11,55.26,"3,1%",65,Berlin
597,70.82,246,29.18,843,6,3,0.71,50,"0,7%",56,Brandenburg
174,71.9,68,28.1,242,4,3,1.65,75,"1,7%",14,Bremen
591,71.12,240,28.88,831,14,8,1.68,57.14,"1,7%",34,Hamburg
1723,76.14,540,23.86,2263,45,20,1.99,44.44,2%,115,Hessen
581,72.26,223,27.74,804,4,3,0.5,75,"0,5%",39,Mecklenburg-Vorpommern
1782,68.41,823,31.59,2605,36,15,1.38,41.67,"1,4%",148,Niedersachsen
5303,74.14,1850,25.86,7153,170,82,2.38,48.24,"2,4%",402,Nordrhein-Westfalen
910,62.67,542,37.33,1452,17,8,1.17,47.06,"1,2%",95,Rheinland-Pfalz
397,70.02,170,29.98,567,7,2,1.23,28.57,"1,2%",23,Saarland
1204,67.11,590,32.89,1794,20,7,1.11,35,"1,1%",95,Sachsen
729,69.3,323,30.7,1052,10,6,0.95,60,1%,56,Sachsen-Anhalt
609,59.01,423,40.99,1032,3,3,0.29,100,"0,3%",39,Schleswig-Holstein
634,69.52,278,30.48,912,8,2,0.88,25,"0,9%",44,Thüringen
