BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1326,89.78,151,10.22,1477,391,231,26.47,59.08,"26,5%",78,Sachsen
177,90.77,18,9.23,195,47,32,24.1,68.09,"24,1%",12,Bremen
529,85.46,90,14.54,619,83,46,13.41,55.42,"13,4%",34,Mecklenburg-Vorpommern
395,88.96,49,11.04,444,74,32,16.67,43.24,"16,7%",17,Saarland
501,91.26,48,8.74,549,117,71,21.31,60.68,"21,3%",24,Hamburg
2158,88.41,283,11.59,2441,595,354,24.38,59.5,"24,4%",128,Baden-Württemberg
586,84.8,105,15.2,691,146,82,21.13,56.16,"21,1%",50,Brandenburg
715,88.71,91,11.29,806,147,89,18.24,60.54,"18,2%",42,Sachsen-Anhalt
604,80.11,150,19.89,754,53,31,7.03,58.49,7%,33,Schleswig-Holstein
1689,87.33,245,12.67,1934,310,175,16.03,56.45,16%,121,Niedersachsen
5139,88.94,639,11.06,5778,1092,630,18.9,57.69,"18,9%",320,Nordrhein-Westfalen
639,89.87,72,10.13,711,210,118,29.54,56.19,"29,5%",36,Thüringen
851,79.46,220,20.54,1071,181,98,16.9,54.14,"16,9%",77,Rheinland-Pfalz
3015,89.23,364,10.77,3379,787,426,23.29,54.13,"23,3%",208,Bayern
1031,90.68,106,9.32,1137,327,208,28.76,63.61,"28,8%",53,Berlin
1753,89.62,203,10.38,1956,474,220,24.23,46.41,"24,2%",99,Hessen

