BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1285,87.95,176,12.05,1461,393,233,26.9,59.29,"26,9%",78,Sachsen
180,93.26,13,6.74,193,48,33,24.87,68.75,"24,9%",12,Bremen
520,82.93,107,17.07,627,75,39,11.96,52.0,12%,34,Mecklenburg-Vorpommern
370,82.96,76,17.04,446,69,31,15.47,44.93,"15,5%",17,Saarland
483,88.14,65,11.86,548,110,66,20.07,60.0,"20,1%",24,Hamburg
2081,86.35,329,13.65,2410,566,302,23.49,53.36,"23,5%",127,Baden-Württemberg
570,82.01,125,17.99,695,157,84,22.59,53.5,"22,6%",50,Brandenburg
715,88.27,95,11.73,810,146,76,18.02,52.05,18%,42,Sachsen-Anhalt
594,79.2,156,20.8,750,53,32,7.07,60.38,"7,1%",33,Schleswig-Holstein
1596,84.0,304,16.0,1900,319,175,16.79,54.86,"16,8%",121,Niedersachsen
5047,87.65,711,12.35,5758,1033,593,17.94,57.41,"17,9%",320,Nordrhein-Westfalen
616,87.13,91,12.87,707,216,118,30.55,54.63,"30,6%",36,Thüringen
828,76.81,250,23.19,1078,194,86,18.0,44.33,18%,77,Rheinland-Pfalz
2877,85.6,484,14.4,3361,781,442,23.24,56.59,"23,2%",208,Bayern
1008,88.81,127,11.19,1135,306,221,26.96,72.22,27%,53,Berlin
1704,87.38,246,12.62,1950,443,215,22.72,48.53,"22,7%",99,Hessen

