BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
390,88.84,49,11.16,439,21,13,4.78,61.9,"4,8%",17,Saarland
552,84.92,98,15.08,650,49,34,7.54,69.39,"7,5%",36,Thüringen
2810,85.7,469,14.3,3279,279,172,8.51,61.65,"8,5%",208,Bayern
1613,86.26,257,13.74,1870,162,84,8.66,51.85,"8,7%",97,Hessen
1254,85.71,209,14.29,1463,143,100,9.77,69.93,"9,8%",79,Sachsen
4885,86.43,767,13.57,5652,329,234,5.82,71.12,"5,8%",320,Nordrhein-Westfalen
686,79.95,172,20.05,858,28,14,3.26,50.0,"3,3%",42,Sachsen-Anhalt
1591,84.09,301,15.91,1892,77,50,4.07,64.94,"4,1%",120,Niedersachsen
540,85.04,95,14.96,635,26,19,4.09,73.08,"4,1%",49,Brandenburg
2065,86.84,313,13.16,2378,222,142,9.34,63.96,"9,3%",128,Baden-Württemberg
515,85.98,84,14.02,599,20,11,3.34,55.0,"3,3%",33,Mecklenburg-Vorpommern
174,93.05,13,6.95,187,13,8,6.95,61.54,7%,12,Bremen
419,81.68,94,18.32,513,33,27,6.43,81.82,"6,4%",22,Hamburg
962,87.14,142,12.86,1104,106,82,9.6,77.36,"9,6%",53,Berlin
577,77.97,163,22.03,740,18,13,2.43,72.22,"2,4%",32,Schleswig-Holstein
837,78.44,230,21.56,1067,59,32,5.53,54.24,"5,5%",77,Rheinland-Pfalz

