BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
912,84.21,171,15.79,1083,78,70,7.2,89.74,"7,2%",53,Berlin
1563,83.58,307,16.42,1870,61,38,3.26,62.3,"3,3%",120,Niedersachsen
364,83.68,71,16.32,435,17,12,3.91,70.59,"3,9%",17,Saarland
559,76.47,172,23.53,731,21,16,2.87,76.19,"2,9%",32,Schleswig-Holstein
501,79.4,130,20.6,631,19,15,3.01,78.95,3%,49,Brandenburg
2010,85.46,342,14.54,2352,175,110,7.44,62.86,"7,4%",128,Baden-Württemberg
545,83.59,107,16.41,652,47,34,7.21,72.34,"7,2%",36,Thüringen
680,84.79,122,15.21,802,19,14,2.37,73.68,"2,4%",42,Sachsen-Anhalt
1581,84.28,295,15.72,1876,146,80,7.78,54.79,"7,8%",97,Hessen
431,84.18,81,15.82,512,32,26,6.25,81.25,"6,3%",23,Hamburg
802,75.8,256,24.2,1058,52,33,4.91,63.46,"4,9%",77,Rheinland-Pfalz
136,83.44,27,16.56,163,7,5,4.29,71.43,"4,3%",12,Bremen
487,82.26,105,17.74,592,16,14,2.7,87.5,"2,7%",32,Mecklenburg-Vorpommern
2700,83.9,518,16.1,3218,229,153,7.12,66.81,"7,1%",208,Bayern
1154,79.92,290,20.08,1444,115,83,7.96,72.17,8%,79,Sachsen
4629,83.29,929,16.71,5558,293,216,5.27,73.72,"5,3%",320,Nordrhein-Westfalen

