BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
440,84.94,78,15.06,518,18,11,3.47,61.11,"3,5%",23,Hamburg
1590,86.46,249,13.54,1839,46,15,2.5,32.61,"2,5%",97,Hessen
424,76.81,128,23.19,552,1,0,0.18,0.0,"0,2%",32,Mecklenburg-Vorpommern
567,76.52,174,23.48,741,8,5,1.08,62.5,"1,1%",33,Schleswig-Holstein
760,74.88,255,25.12,1015,17,7,1.67,41.18,"1,7%",77,Rheinland-Pfalz
2642,82.93,544,17.07,3186,48,24,1.51,50.0,"1,5%",207,Bayern
4496,83.32,900,16.68,5396,88,38,1.63,43.18,"1,6%",314,Nordrhein-Westfalen
891,83.9,171,16.1,1062,37,21,3.48,56.76,"3,5%",53,Berlin
494,78.54,135,21.46,629,5,1,0.79,20.0,"0,8%",48,Brandenburg
526,80.55,127,19.45,653,11,10,1.68,90.91,"1,7%",36,Thüringen
607,82.47,129,17.53,736,0,0,0.0,0.0,0%,42,Sachsen-Anhalt
380,88.37,50,11.63,430,8,5,1.86,62.5,"1,9%",17,Saarland
1957,83.06,399,16.94,2356,47,29,1.99,61.7,2%,128,Baden-Württemberg
1337,78.1,375,21.9,1712,22,7,1.29,31.82,"1,3%",119,Niedersachsen
1186,80.74,283,19.26,1469,18,11,1.23,61.11,"1,2%",77,Sachsen
158,84.04,30,15.96,188,1,0,0.53,0.0,"0,5%",11,Bremen

