BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4955,88.0,676,12.0,5631,891,577,15.82,64.76,"15,8%",320,Nordrhein-Westfalen
563,75.57,182,24.43,745,44,32,5.91,72.73,"5,9%",33,Schleswig-Holstein
504,81.16,117,18.84,621,57,26,9.18,45.61,"9,2%",34,Mecklenburg-Vorpommern
1516,82.35,325,17.65,1841,218,135,11.84,61.93,"11,8%",121,Niedersachsen
838,79.51,216,20.49,1054,148,98,14.04,66.22,14%,77,Rheinland-Pfalz
682,86.99,102,13.01,784,96,62,12.24,64.58,"12,2%",42,Sachsen-Anhalt
554,83.06,113,16.94,667,156,93,23.39,59.62,"23,4%",36,Thüringen
1688,86.83,256,13.17,1944,372,180,19.14,48.39,"19,1%",98,Hessen
540,79.88,136,20.12,676,86,50,12.72,58.14,"12,7%",50,Brandenburg
175,91.62,16,8.38,191,40,26,20.94,65.0,"20,9%",12,Bremen
983,86.99,147,13.01,1130,235,164,20.8,69.79,"20,8%",53,Berlin
1259,85.53,213,14.47,1472,353,212,23.98,60.06,24%,79,Sachsen
2853,86.45,447,13.55,3300,606,392,18.36,64.69,"18,4%",208,Bayern
366,84.72,66,15.28,432,69,31,15.97,44.93,16%,17,Saarland
2078,86.8,316,13.2,2394,555,364,23.18,65.59,"23,2%",128,Baden-Württemberg
450,85.23,78,14.77,528,76,50,14.39,65.79,"14,4%",24,Hamburg

