BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
443,83.74,86,16.26,529,24,13,4.54,54.17,"4,5%",23,Hamburg
2002,84.54,366,15.46,2368,54,25,2.28,46.3,"2,3%",128,Baden-Württemberg
152,83.52,30,16.48,182,2,0,1.1,0.0,"1,1%",11,Bremen
503,83.0,103,17.0,606,4,2,0.66,50.0,"0,7%",47,Brandenburg
1190,81.01,279,18.99,1469,14,10,0.95,71.43,1%,78,Sachsen
790,77.3,232,22.7,1022,29,12,2.84,41.38,"2,8%",77,Rheinland-Pfalz
1617,87.69,227,12.31,1844,48,21,2.6,43.75,"2,6%",97,Hessen
550,83.33,110,16.67,660,9,6,1.36,66.67,"1,4%",36,Thüringen
523,86.02,85,13.98,608,5,3,0.82,60.0,"0,8%",34,Mecklenburg-Vorpommern
580,79.78,147,20.22,727,15,9,2.06,60.0,"2,1%",32,Schleswig-Holstein
414,91.39,39,8.61,453,13,9,2.87,69.23,"2,9%",16,Saarland
2694,84.06,511,15.94,3205,47,24,1.47,51.06,"1,5%",206,Bayern
1412,82.24,305,17.76,1717,23,14,1.34,60.87,"1,3%",119,Niedersachsen
918,86.36,145,13.64,1063,53,27,4.99,50.94,5%,53,Berlin
609,82.97,125,17.03,734,6,2,0.82,33.33,"0,8%",42,Sachsen-Anhalt
4580,84.63,832,15.37,5412,138,63,2.55,45.65,"2,6%",314,Nordrhein-Westfalen

