BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
923,84.45,170,15.55,1093,76,66,6.95,86.84,7%,53,Berlin
390,88.44,51,11.56,441,13,11,2.95,84.62,3%,17,Saarland
587,79.76,149,20.24,736,20,17,2.72,85.0,"2,7%",32,Schleswig-Holstein
686,84.8,123,15.2,809,18,12,2.22,66.67,"2,2%",42,Sachsen-Anhalt
1625,85.62,273,14.38,1898,129,71,6.8,55.04,"6,8%",97,Hessen
517,85.03,91,14.97,608,15,13,2.47,86.67,"2,5%",34,Mecklenburg-Vorpommern
4767,84.9,848,15.1,5615,247,184,4.4,74.49,"4,4%",319,Nordrhein-Westfalen
553,83.79,107,16.21,660,40,27,6.06,67.5,"6,1%",36,Thüringen
1603,84.19,301,15.81,1904,58,34,3.05,58.62,"3,1%",120,Niedersachsen
1244,84.05,236,15.95,1480,112,78,7.57,69.64,"7,6%",79,Sachsen
168,89.36,20,10.64,188,8,5,4.26,62.5,"4,3%",12,Bremen
446,83.36,89,16.64,535,29,23,5.42,79.31,"5,4%",23,Hamburg
833,78.44,229,21.56,1062,45,28,4.24,62.22,"4,2%",77,Rheinland-Pfalz
2787,85.73,464,14.27,3251,212,139,6.52,65.57,"6,5%",208,Bayern
523,82.88,108,17.12,631,18,15,2.85,83.33,"2,9%",49,Brandenburg
2045,86.18,328,13.82,2373,163,101,6.87,61.96,"6,9%",128,Baden-Württemberg

