BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1721,83.26,346,16.74,2067,329,191,15.92,58.05,"15,9%",118,Hessen
3093,76.56,947,23.44,4040,587,329,14.53,56.05,"14,5%",263,Bayern
550,76.6,168,23.4,718,90,51,12.53,56.67,"12,5%",34,Hamburg
879,69.1,393,30.9,1272,163,90,12.81,55.21,"12,8%",94,Rheinland-Pfalz
598,69.86,258,30.14,856,73,28,8.53,38.36,"8,5%",45,Thüringen
522,73.83,185,26.17,707,26,16,3.68,61.54,"3,7%",41,Mecklenburg-Vorpommern
580,73.79,206,26.21,786,80,45,10.18,56.25,"10,2%",57,Brandenburg
696,70.45,292,29.55,988,55,25,5.57,45.45,"5,6%",56,Sachsen-Anhalt
5261,79.94,1320,20.06,6581,980,572,14.89,58.37,"14,9%",404,Nordrhein-Westfalen
1248,75.68,401,24.32,1649,324,188,19.65,58.02,"19,7%",95,Sachsen
2298,75.77,735,24.23,3033,402,243,13.25,60.45,"13,3%",182,Baden-Württemberg
189,80.43,46,19.57,235,42,24,17.87,57.14,"17,9%",14,Bremen
1081,84.39,200,15.61,1281,309,204,24.12,66.02,"24,1%",64,Berlin
379,75.35,124,24.65,503,60,22,11.93,36.67,"11,9%",24,Saarland
1645,71.83,645,28.17,2290,195,114,8.52,58.46,"8,5%",152,Niedersachsen
590,69.09,264,30.91,854,23,14,2.69,60.87,"2,7%",39,Schleswig-Holstein
