BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
519,90.42,55,9.58,574,86,51,14.98,59.3,15%,24,Hamburg
1701,86.7,261,13.3,1962,272,140,13.86,51.47,"13,9%",99,Hessen
619,82.1,135,17.9,754,76,56,10.08,73.68,"10,1%",33,Schleswig-Holstein
591,82.54,125,17.46,716,110,66,15.36,60.0,"15,4%",50,Brandenburg
726,87.36,105,12.64,831,95,59,11.43,62.11,"11,4%",42,Sachsen-Anhalt
1019,89.46,120,10.54,1139,215,158,18.88,73.49,"18,9%",53,Berlin
506,80.06,126,19.94,632,44,23,6.96,52.27,7%,34,Mecklenburg-Vorpommern
813,74.45,279,25.55,1092,104,61,9.52,58.65,"9,5%",77,Rheinland-Pfalz
5009,86.78,763,13.22,5772,585,335,10.14,57.26,"10,1%",321,Nordrhein-Westfalen
1137,75.95,360,24.05,1497,193,106,12.89,54.92,"12,9%",78,Sachsen
188,93.53,13,6.47,201,31,20,15.42,64.52,"15,4%",12,Bremen
1688,84.99,298,15.01,1986,199,120,10.02,60.3,10%,121,Niedersachsen
638,89.11,78,10.89,716,130,69,18.16,53.08,"18,2%",37,Thüringen
392,85.59,66,14.41,458,47,28,10.26,59.57,"10,3%",17,Saarland
2101,86.11,339,13.89,2440,237,137,9.71,57.81,"9,7%",129,Baden-Württemberg
2906,86.08,470,13.92,3376,462,275,13.68,59.52,"13,7%",208,Bayern

