BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
481,84.39,89,15.61,570,87,50,15.26,57.47,"15,3%",24,Hamburg
1646,84.11,311,15.89,1957,266,138,13.59,51.88,"13,6%",100,Hessen
539,75.92,171,24.08,710,95,61,13.38,64.21,"13,4%",50,Brandenburg
586,77.51,170,22.49,756,73,54,9.66,73.97,"9,7%",33,Schleswig-Holstein
693,83.59,136,16.41,829,88,47,10.62,53.41,"10,6%",42,Sachsen-Anhalt
1001,87.35,145,12.65,1146,213,156,18.59,73.24,"18,6%",53,Berlin
462,74.76,156,25.24,618,47,23,7.61,48.94,"7,6%",32,Mecklenburg-Vorpommern
4903,85.09,859,14.91,5762,579,331,10.05,57.17,"10,1%",321,Nordrhein-Westfalen
824,76.08,259,23.92,1083,101,54,9.33,53.47,"9,3%",77,Rheinland-Pfalz
1091,73.47,394,26.53,1485,179,95,12.05,53.07,"12,1%",78,Sachsen
181,92.35,15,7.65,196,33,22,16.84,66.67,"16,8%",12,Bremen
1601,81.52,363,18.48,1964,202,123,10.29,60.89,"10,3%",121,Niedersachsen
371,81.54,84,18.46,455,51,24,11.21,47.06,"11,2%",17,Saarland
618,88.79,78,11.21,696,138,76,19.83,55.07,"19,8%",37,Thüringen
2016,82.89,416,17.11,2432,248,134,10.2,54.03,"10,2%",129,Baden-Württemberg
2841,84.43,524,15.57,3365,463,259,13.76,55.94,"13,8%",208,Bayern

