BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
770,75.86,245,24.14,1015,17,8,1.67,47.06,"1,7%",76,Rheinland-Pfalz
888,83.46,176,16.54,1064,35,17,3.29,48.57,"3,3%",53,Berlin
605,82.76,126,17.24,731,3,1,0.41,33.33,"0,4%",41,Sachsen-Anhalt
468,77.23,138,22.77,606,5,2,0.83,40.0,"0,8%",47,Brandenburg
388,87.0,58,13.0,446,5,3,1.12,60.0,"1,1%",17,Saarland
4575,84.1,865,15.9,5440,80,44,1.47,55.0,"1,5%",316,Nordrhein-Westfalen
1934,83.08,394,16.92,2328,47,28,2.02,59.57,2%,127,Baden-Württemberg
471,79.7,120,20.3,591,0,0,0.0,0.0,0%,32,Mecklenburg-Vorpommern
1200,81.58,271,18.42,1471,16,11,1.09,68.75,"1,1%",77,Sachsen
536,80.84,127,19.16,663,12,10,1.81,83.33,"1,8%",36,Thüringen
1392,81.12,324,18.88,1716,25,8,1.46,32.0,"1,5%",119,Niedersachsen
154,82.35,33,17.65,187,1,0,0.53,0.0,"0,5%",11,Bremen
2676,83.29,537,16.71,3213,51,30,1.59,58.82,"1,6%",207,Bayern
419,81.52,95,18.48,514,18,14,3.5,77.78,"3,5%",23,Hamburg
1558,83.05,318,16.95,1876,42,13,2.24,30.95,"2,2%",97,Hessen
554,76.2,173,23.8,727,8,3,1.1,37.5,"1,1%",32,Schleswig-Holstein

