BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
607,83.61,119,16.39,726,122,52,16.8,42.62,"16,8%",37,Thüringen
385,85.56,65,14.44,450,81,27,18.0,33.33,18%,19,Saarland
717,84.65,130,15.35,847,116,53,13.7,45.69,"13,7%",43,Sachsen-Anhalt
574,80.39,140,19.61,714,159,70,22.27,44.03,"22,3%",49,Brandenburg
177,88.06,24,11.94,201,33,23,16.42,69.7,"16,4%",12,Bremen
586,74.18,204,25.82,790,29,15,3.67,51.72,"3,7%",33,Schleswig-Holstein
1001,88.58,129,11.42,1130,361,236,31.95,65.37,32%,53,Berlin
512,78.29,142,21.71,654,54,18,8.26,33.33,"8,3%",34,Mecklenburg-Vorpommern
2145,87.66,302,12.34,2447,568,321,23.21,56.51,"23,2%",129,Baden-Württemberg
1602,78.84,430,21.16,2032,200,97,9.84,48.5,"9,8%",123,Niedersachsen
486,86.02,79,13.98,565,102,53,18.05,51.96,"18,1%",24,Hamburg
1327,87.65,187,12.35,1514,576,267,38.04,46.35,38%,77,Sachsen
5039,86.6,780,13.4,5819,1069,568,18.37,53.13,"18,4%",322,Nordrhein-Westfalen
1663,88.27,221,11.73,1884,419,246,22.24,58.71,"22,2%",100,Hessen
2999,87.46,430,12.54,3429,808,448,23.56,55.45,"23,6%",209,Bayern
860,79.04,228,20.96,1088,196,108,18.01,55.1,18%,78,Rheinland-Pfalz

