BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
463,84.03,88,15.97,551,95,59,17.24,62.11,"17,2%",24,Hamburg
574,83.31,115,16.69,689,198,128,28.74,64.65,"28,7%",36,Thüringen
582,78.33,161,21.67,743,49,30,6.59,61.22,"6,6%",33,Schleswig-Holstein
1118,76.05,352,23.95,1470,337,199,22.93,59.05,"22,9%",78,Sachsen
2107,86.89,318,13.11,2425,429,233,17.69,54.31,"17,7%",129,Baden-Württemberg
968,88.73,123,11.27,1091,248,168,22.73,67.74,"22,7%",53,Berlin
2847,85.19,495,14.81,3342,683,381,20.44,55.78,"20,4%",208,Bayern
687,85.45,117,14.55,804,111,61,13.81,54.95,"13,8%",42,Sachsen-Anhalt
491,82.52,104,17.48,595,80,44,13.45,55.0,"13,5%",32,Mecklenburg-Vorpommern
153,90.0,17,10.0,170,52,34,30.59,65.38,"30,6%",12,Bremen
814,75.79,260,24.21,1074,142,72,13.22,50.7,"13,2%",77,Rheinland-Pfalz
1570,81.94,346,18.06,1916,271,157,14.14,57.93,"14,1%",120,Niedersachsen
362,81.17,84,18.83,446,63,29,14.13,46.03,"14,1%",17,Saarland
4923,86.52,767,13.48,5690,861,461,15.13,53.54,"15,1%",320,Nordrhein-Westfalen
1630,85.56,275,14.44,1905,385,194,20.21,50.39,"20,2%",97,Hessen
543,78.58,148,21.42,691,139,69,20.12,49.64,"20,1%",50,Brandenburg

