BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
833,76.56,255,23.44,1088,184,112,16.91,60.87,"16,9%",78,Rheinland-Pfalz
2175,87.17,320,12.83,2495,563,334,22.57,59.33,"22,6%",130,Baden-Württemberg
185,88.94,23,11.06,208,36,24,17.31,66.67,"17,3%",12,Bremen
610,83.68,119,16.32,729,122,55,16.74,45.08,"16,7%",37,Thüringen
1330,87.73,186,12.27,1516,569,303,37.53,53.25,"37,5%",78,Sachsen
1015,89.11,124,10.89,1139,376,234,33.01,62.23,33%,53,Berlin
500,78.62,136,21.38,636,58,22,9.12,37.93,"9,1%",34,Mecklenburg-Vorpommern
2995,87.57,425,12.43,3420,798,482,23.33,60.4,"23,3%",209,Bayern
1616,79.33,421,20.67,2037,192,101,9.43,52.6,"9,4%",123,Niedersachsen
505,89.22,61,10.78,566,104,53,18.37,50.96,"18,4%",24,Hamburg
715,84.62,130,15.38,845,103,63,12.19,61.17,"12,2%",43,Sachsen-Anhalt
385,85.37,66,14.63,451,71,25,15.74,35.21,"15,7%",19,Saarland
596,73.58,214,26.42,810,28,15,3.46,53.57,"3,5%",33,Schleswig-Holstein
580,80.67,139,19.33,719,147,71,20.45,48.3,"20,5%",49,Brandenburg
4970,85.4,850,14.6,5820,1066,622,18.32,58.35,"18,3%",322,Nordrhein-Westfalen
1700,89.05,209,10.95,1909,427,251,22.37,58.78,"22,4%",100,Hessen

