BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
937,85.88,154,14.12,1091,87,77,7.97,88.51,8%,53,Berlin
375,86.21,60,13.79,435,19,13,4.37,68.42,"4,4%",17,Saarland
559,76.05,176,23.95,735,20,15,2.72,75.0,"2,7%",32,Schleswig-Holstein
693,85.56,117,14.44,810,18,11,2.22,61.11,"2,2%",42,Sachsen-Anhalt
1633,86.54,254,13.46,1887,147,78,7.79,53.06,"7,8%",97,Hessen
516,85.57,87,14.43,603,16,13,2.65,81.25,"2,7%",33,Mecklenburg-Vorpommern
4757,85.31,819,14.69,5576,286,211,5.13,73.78,"5,1%",320,Nordrhein-Westfalen
541,82.72,113,17.28,654,49,36,7.49,73.47,"7,5%",36,Thüringen
1584,84.71,286,15.29,1870,62,38,3.32,61.29,"3,3%",120,Niedersachsen
1188,81.71,266,18.29,1454,118,83,8.12,70.34,"8,1%",79,Sachsen
154,87.01,23,12.99,177,8,6,4.52,75.0,"4,5%",12,Bremen
453,85.63,76,14.37,529,30,25,5.67,83.33,"5,7%",23,Hamburg
826,77.7,237,22.3,1063,54,33,5.08,61.11,"5,1%",77,Rheinland-Pfalz
2724,84.07,516,15.93,3240,231,151,7.13,65.37,"7,1%",208,Bayern
518,81.57,117,18.43,635,19,14,2.99,73.68,3%,49,Brandenburg
2039,86.36,322,13.64,2361,178,110,7.54,61.8,"7,5%",128,Baden-Württemberg

