BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
157,88.2,21,11.8,178,34,26,19.1,76.47,"19,1%",12,Bremen
1704,88.8,215,11.2,1919,388,184,20.22,47.42,"20,2%",99,Hessen
2082,85.22,361,14.78,2443,417,235,17.07,56.35,"17,1%",129,Baden-Württemberg
1035,88.61,133,11.39,1168,352,248,30.14,70.45,"30,1%",53,Berlin
814,75.93,258,24.07,1072,174,90,16.23,51.72,"16,2%",77,Rheinland-Pfalz
559,77.86,159,22.14,718,176,87,24.51,49.43,"24,5%",49,Brandenburg
730,87.43,105,12.57,835,179,105,21.44,58.66,"21,4%",42,Sachsen-Anhalt
5002,86.32,793,13.68,5795,816,432,14.08,52.94,"14,1%",321,Nordrhein-Westfalen
544,83.05,111,16.95,655,85,32,12.98,37.65,13%,34,Mecklenburg-Vorpommern
635,85.93,104,14.07,739,166,92,22.46,55.42,"22,5%",37,Thüringen
1636,84.77,294,15.23,1930,270,146,13.99,54.07,14%,121,Niedersachsen
386,84.65,70,15.35,456,85,35,18.64,41.18,"18,6%",17,Saarland
581,79.92,146,20.08,727,94,53,12.93,56.38,"12,9%",33,Schleswig-Holstein
1150,77.23,339,22.77,1489,363,203,24.38,55.92,"24,4%",78,Sachsen
2926,86.88,442,13.12,3368,661,374,19.63,56.58,"19,6%",208,Bayern
490,86.42,77,13.58,567,85,52,14.99,61.18,15%,24,Hamburg

