BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2987,88.58,385,11.42,3372,760,456,22.54,60.0,"22,5%",208,Bayern
1010,88.83,127,11.17,1137,299,204,26.3,68.23,"26,3%",53,Berlin
5101,89.13,622,10.87,5723,1135,671,19.83,59.12,"19,8%",320,Nordrhein-Westfalen
706,88.58,91,11.42,797,126,85,15.81,67.46,"15,8%",42,Sachsen-Anhalt
2194,89.22,265,10.78,2459,626,376,25.46,60.06,"25,5%",128,Baden-Württemberg
1657,86.94,249,13.06,1906,288,198,15.11,68.75,"15,1%",121,Niedersachsen
185,93.43,13,6.57,198,44,24,22.22,54.55,"22,2%",12,Bremen
1337,90.34,143,9.66,1480,410,231,27.7,56.34,"27,7%",79,Sachsen
470,87.04,70,12.96,540,102,58,18.89,56.86,"18,9%",24,Hamburg
403,91.38,38,8.62,441,70,29,15.87,41.43,"15,9%",17,Saarland
634,90.31,68,9.69,702,186,115,26.5,61.83,"26,5%",36,Thüringen
536,86.31,85,13.69,621,84,47,13.53,55.95,"13,5%",34,Mecklenburg-Vorpommern
1763,89.49,207,10.51,1970,438,220,22.23,50.23,"22,2%",99,Hessen
615,81.78,137,18.22,752,51,30,6.78,58.82,"6,8%",33,Schleswig-Holstein
578,84.26,108,15.74,686,131,77,19.1,58.78,"19,1%",50,Brandenburg
854,79.44,221,20.56,1075,195,107,18.14,54.87,"18,1%",77,Rheinland-Pfalz

