BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
609,86.51,95,13.49,704,130,66,18.47,50.77,"18,5%",37,Thüringen
575,77.49,167,22.51,742,85,54,11.46,63.53,"11,5%",33,Schleswig-Holstein
157,88.7,20,11.3,177,33,20,18.64,60.61,"18,6%",12,Bremen
480,84.66,87,15.34,567,69,38,12.17,55.07,"12,2%",24,Hamburg
810,76.13,254,23.87,1064,134,69,12.59,51.49,"12,6%",77,Rheinland-Pfalz
690,84.15,130,15.85,820,127,74,15.49,58.27,"15,5%",42,Sachsen-Anhalt
1640,84.84,293,15.16,1933,338,167,17.49,49.41,"17,5%",99,Hessen
2806,83.39,559,16.61,3365,548,298,16.29,54.38,"16,3%",208,Bayern
2032,83.9,390,16.1,2422,282,161,11.64,57.09,"11,6%",129,Baden-Württemberg
554,78.03,156,21.97,710,136,75,19.15,55.15,"19,2%",50,Brandenburg
509,80.54,123,19.46,632,65,31,10.28,47.69,"10,3%",34,Mecklenburg-Vorpommern
1561,80.84,370,19.16,1931,226,130,11.7,57.52,"11,7%",121,Niedersachsen
1075,72.78,402,27.22,1477,237,141,16.05,59.49,"16,1%",78,Sachsen
4857,84.76,873,15.24,5730,685,381,11.95,55.62,12%,320,Nordrhein-Westfalen
983,84.74,177,15.26,1160,268,190,23.1,70.9,"23,1%",53,Berlin
349,77.9,99,22.1,448,59,33,13.17,55.93,"13,2%",17,Saarland

