BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
445,83.18,90,16.82,535,18,14,3.36,77.78,"3,4%",23,Hamburg
602,82.24,130,17.76,732,1,0,0.14,0.0,"0,1%",41,Sachsen-Anhalt
792,77.34,232,22.66,1024,18,8,1.76,44.44,"1,8%",76,Rheinland-Pfalz
1988,84.96,352,15.04,2340,50,29,2.14,58.0,"2,1%",127,Baden-Württemberg
400,89.29,48,10.71,448,6,4,1.34,66.67,"1,3%",17,Saarland
499,82.62,105,17.38,604,5,2,0.83,40.0,"0,8%",47,Brandenburg
148,80.0,37,20.0,185,1,0,0.54,0.0,"0,5%",11,Bremen
889,83.87,171,16.13,1060,35,19,3.3,54.29,"3,3%",53,Berlin
465,78.55,127,21.45,592,0,0,0.0,0.0,0%,32,Mecklenburg-Vorpommern
4607,84.41,851,15.59,5458,72,44,1.32,61.11,"1,3%",315,Nordrhein-Westfalen
1435,82.8,298,17.2,1733,25,7,1.44,28.0,"1,4%",119,Niedersachsen
1244,84.45,229,15.55,1473,16,11,1.09,68.75,"1,1%",77,Sachsen
582,80.39,142,19.61,724,7,3,0.97,42.86,1%,32,Schleswig-Holstein
557,83.51,110,16.49,667,12,10,1.8,83.33,"1,8%",36,Thüringen
2760,85.77,458,14.23,3218,53,32,1.65,60.38,"1,7%",207,Bayern
1608,86.08,260,13.92,1868,40,14,2.14,35.0,"2,1%",97,Hessen

