BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
625,85.27,108,14.73,733,1,1,0.14,100.0,"0,1%",41,Sachsen-Anhalt
2806,87.25,410,12.75,3216,53,31,1.65,58.49,"1,7%",207,Bayern
564,77.15,167,22.85,731,8,4,1.09,50.0,"1,1%",32,Schleswig-Holstein
448,83.43,89,16.57,537,17,14,3.17,82.35,"3,2%",23,Hamburg
563,84.16,106,15.84,669,11,9,1.64,81.82,"1,6%",36,Thüringen
403,90.36,43,9.64,446,6,4,1.35,66.67,"1,4%",17,Saarland
4622,84.67,837,15.33,5459,67,38,1.23,56.72,"1,2%",314,Nordrhein-Westfalen
1242,84.72,224,15.28,1466,14,10,0.95,71.43,1%,77,Sachsen
1589,85.48,270,14.52,1859,39,11,2.1,28.21,"2,1%",97,Hessen
478,80.34,117,19.66,595,0,0,0.0,0.0,0%,32,Mecklenburg-Vorpommern
2040,86.62,315,13.38,2355,51,29,2.17,56.86,"2,2%",128,Baden-Württemberg
1433,83.22,289,16.78,1722,19,7,1.1,36.84,"1,1%",119,Niedersachsen
895,83.88,172,16.12,1067,34,20,3.19,58.82,"3,2%",53,Berlin
150,80.65,36,19.35,186,1,0,0.54,0.0,"0,5%",11,Bremen
806,78.63,219,21.37,1025,17,7,1.66,41.18,"1,7%",77,Rheinland-Pfalz
505,79.91,127,20.09,632,6,2,0.95,33.33,1%,48,Brandenburg

