BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
518,69.25,230,30.75,748,53,31,7.09,58.49,"30,8%",33,Schleswig-Holstein
583,80.08,145,19.92,728,198,101,27.2,51.01,"19,9%",37,Thüringen
1609,84.73,290,15.27,1899,492,257,25.91,52.24,"15,3%",100,Hessen
1013,87.93,139,12.07,1152,410,256,35.59,62.44,"12,1%",53,Berlin
2025,84.62,368,15.38,2393,615,337,25.7,54.8,"15,4%",128,Baden-Württemberg
561,79.91,141,20.09,702,227,89,32.34,39.21,"20,1%",48,Brandenburg
490,74.81,165,25.19,655,55,28,8.4,50.91,"25,2%",34,Mecklenburg-Vorpommern
1499,77.11,445,22.89,1944,252,109,12.96,43.25,"22,9%",123,Niedersachsen
159,84.57,29,15.43,188,38,21,20.21,55.26,"15,4%",12,Bremen
342,81.43,78,18.57,420,86,37,20.48,43.02,"18,6%",18,Saarland
2798,84.0,533,16.0,3331,853,484,25.61,56.74,16%,209,Bayern
805,75.09,267,24.91,1072,244,104,22.76,42.62,"24,9%",77,Rheinland-Pfalz
1225,83.16,248,16.84,1473,576,262,39.1,45.49,"16,8%",78,Sachsen
445,82.41,95,17.59,540,113,70,20.93,61.95,"17,6%",24,Hamburg
673,79.46,174,20.54,847,154,82,18.18,53.25,"20,5%",43,Sachsen-Anhalt
4806,84.04,913,15.96,5719,1152,647,20.14,56.16,16%,321,Nordrhein-Westfalen

