BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
334,76.78,101,23.22,435,67,38,15.4,56.72,"23,2%",18,Saarland
777,73.79,276,26.21,1053,214,106,20.32,49.53,"26,2%",77,Rheinland-Pfalz
439,82.83,91,17.17,530,114,72,21.51,63.16,"17,2%",24,Hamburg
559,75.54,181,24.46,740,68,33,9.19,48.53,"24,5%",33,Schleswig-Holstein
678,82.18,147,17.82,825,188,103,22.79,54.79,"17,8%",43,Sachsen-Anhalt
2883,86.65,444,13.35,3327,866,497,26.03,57.39,"13,4%",209,Bayern
1669,87.89,230,12.11,1899,502,269,26.43,53.59,"12,1%",100,Hessen
1517,78.2,423,21.8,1940,248,128,12.78,51.61,"21,8%",123,Niedersachsen
1033,90.3,111,9.7,1144,442,284,38.64,64.25,"9,7%",53,Berlin
521,79.42,135,20.58,656,81,36,12.35,44.44,"20,6%",34,Mecklenburg-Vorpommern
604,84.95,107,15.05,711,208,119,29.25,57.21,"15,1%",37,Thüringen
2029,84.68,367,15.32,2396,611,373,25.5,61.05,"15,3%",129,Baden-Württemberg
4862,84.67,880,15.33,5742,1148,644,19.99,56.1,"15,3%",322,Nordrhein-Westfalen
1232,83.81,238,16.19,1470,562,273,38.23,48.58,"16,2%",78,Sachsen
569,82.82,118,17.18,687,233,124,33.92,53.22,"17,2%",48,Brandenburg
154,83.7,30,16.3,184,34,22,18.48,64.71,"16,3%",12,Bremen

