BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4597,84.57,839,15.43,5436,188,87,3.46,46.28,"3,5%",313,Nordrhein-Westfalen
788,76.8,238,23.2,1026,26,8,2.53,30.77,"2,5%",77,Rheinland-Pfalz
471,83.96,90,16.04,561,6,4,1.07,66.67,"1,1%",33,Mecklenburg-Vorpommern
1599,87.09,237,12.91,1836,58,19,3.16,32.76,"3,2%",97,Hessen
2677,83.71,521,16.29,3198,67,30,2.1,44.78,"2,1%",206,Bayern
489,80.96,115,19.04,604,3,1,0.5,33.33,"0,5%",47,Brandenburg
580,79.67,148,20.33,728,14,6,1.92,42.86,"1,9%",32,Schleswig-Holstein
2007,85.44,342,14.56,2349,60,31,2.55,51.67,"2,6%",128,Baden-Württemberg
967,90.46,102,9.54,1069,55,25,5.14,45.45,"5,1%",53,Berlin
387,85.81,64,14.19,451,18,8,3.99,44.44,4%,16,Saarland
631,84.47,116,15.53,747,4,2,0.54,50.0,"0,5%",42,Sachsen-Anhalt
537,82.49,114,17.51,651,8,4,1.23,50.0,"1,2%",36,Thüringen
159,85.48,27,14.52,186,5,1,2.69,20.0,"2,7%",11,Bremen
1192,81.25,275,18.75,1467,21,11,1.43,52.38,"1,4%",78,Sachsen
445,84.12,84,15.88,529,35,22,6.62,62.86,"6,6%",23,Hamburg
1392,80.46,338,19.54,1730,31,21,1.79,67.74,"1,8%",119,Niedersachsen

