BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2016,82.42,430,17.58,2446,249,146,10.18,58.63,"10,2%",129,Baden-Württemberg
1680,87.0,251,13.0,1931,295,162,15.28,54.92,"15,3%",98,Hessen
4941,85.8,818,14.2,5759,623,358,10.82,57.46,"10,8%",320,Nordrhein-Westfalen
549,77.22,162,22.78,711,119,61,16.74,51.26,"16,7%",50,Brandenburg
2791,83.41,555,16.59,3346,472,282,14.11,59.75,"14,1%",208,Bayern
1003,87.22,147,12.78,1150,233,162,20.26,69.53,"20,3%",53,Berlin
492,78.72,133,21.28,625,53,21,8.48,39.62,"8,5%",34,Mecklenburg-Vorpommern
813,75.42,265,24.58,1078,111,66,10.3,59.46,"10,3%",77,Rheinland-Pfalz
175,89.29,21,10.71,196,29,18,14.8,62.07,"14,8%",12,Bremen
381,83.55,75,16.45,456,55,30,12.06,54.55,"12,1%",17,Saarland
474,83.89,91,16.11,565,74,41,13.1,55.41,"13,1%",24,Hamburg
1643,83.7,320,16.3,1963,203,124,10.34,61.08,"10,3%",121,Niedersachsen
1107,74.2,385,25.8,1492,226,121,15.15,53.54,"15,2%",78,Sachsen
708,84.99,125,15.01,833,106,63,12.73,59.43,"12,7%",42,Sachsen-Anhalt
611,86.54,95,13.46,706,134,75,18.98,55.97,19%,37,Thüringen
600,79.68,153,20.32,753,72,47,9.56,65.28,"9,6%",33,Schleswig-Holstein

